學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
031324,私立大興高中,49,41,6,2,3,6,59,1338,680,534,290
031326,私立大華高中,20,32,0,0,6,9,6,141,127,42,36
034306,縣立南崁高中,29,65,0,0,1,10,36,686,710,180,246
034312,縣立大溪高中,33,55,0,0,2,8,33,723,604,201,194
034314,縣立壽山高中,60,78,0,0,3,11,54,857,1308,250,337
034319,縣立平鎮高中,38,70,0,0,3,10,48,988,932,306,330
034332,縣立觀音高中,53,81,0,0,3,8,24,518,371,0,0
034347,縣立永豐高中,40,127,0,4,1,15,31,642,626,218,188
034399,縣立大園國際高中,40,48,0,0,7,5,40,592,1040,195,302
040302,國立竹東高中,35,76,11,13,5,16,48,910,922,269,351
040304,國立關西高中,23,49,5,1,6,13,27,473,500,167,131
040308,國立竹北高中,47,93,6,21,6,21,57,1052,1043,290,376
041303,私立義民高中,43,68,11,13,4,16,48,1082,1113,349,370
041305,私立忠信高中,47,63,3,1,4,9,62,1450,1308,715,588
041306,私立東泰高中,38,39,11,11,7,16,53,1107,659,295,199
041307,私立仰德高中,27,33,16,14,9,14,44,949,629,279,216
044320,縣立湖口高中,42,117,0,0,3,11,18,295,338,93,106
050303,國立苗栗高中,38,58,0,0,7,13,42,741,791,197,275
050310,國立竹南高中,28,75,0,1,7,20,42,797,799,255,265
050314,國立卓蘭實驗高中,50,68,7,9,8,19,33,415,736,132,258
050315,國立苑裡高中,35,52,0,0,6,12,36,555,733,181,260
051302,私立君毅高中,44,71,15,9,14,16,50,1075,769,405,291
051305,私立大成高中,11,14,11,3,6,7,28,254,261,78,108
051306,私立建臺高中,55,72,16,12,9,17,43,977,755,420,346
051307,私立全人實驗高中,9,4,0,0,1,2,3,26,21,5,5
054308,縣立三義高中,19,37,0,0,3,6,8,117,135,0,0
054309,縣立苑裡高中,47,103,0,0,4,11,18,263,347,93,126
054317,縣立興華高中,39,86,0,0,5,10,18,285,306,80,83
054333,縣立大同高中,12,32,0,0,2,5,8,128,140,0,0
060303,國立大甲高中,46,65,2,0,5,18,42,652,936,247,287
060305,國立清水高中,44,55,0,0,3,17,42,777,877,254,303
060312,國立豐原高中,50,59,0,2,3,20,45,770,992,264,326
060322,國立興大附中,50,47,0,0,3,17,42,915,811,299,278
060323,國立中科實驗高級中學,16,17,6,6,1,11,12,215,142,67,49
061301,財團法人常春藤高中,21,29,16,4,3,7,23,482,453,182,191
061306,私立明台高中,71,101,15,10,13,19,98,1894,2410,645,808
061309,私立致用高中,79,104,15,21,7,21,93,2618,1725,814,642
061310,私立大明高中,76,85,32,39,7,29,83,1920,1728,770,625
061311,私立嘉陽高中,51,68,45,38,6,18,83,2174,1300,740,508
061313,私立明道高中,156,181,3,8,12,48,93,2334,2268,746,801
061314,私立僑泰高中,103,124,29,38,12,27,135,3350,3079,1108,1055
061315,私立華盛頓高中,32,61,8,2,4,17,22,522,455,200,155
061316,私立青年高中,68,110,52,72,7,22,95,2195,1602,692,600
061317,私立弘文高中,46,81,0,0,11,10,36,950,661,306,280
061318,私立立人高中,52,79,11,9,2,20,48,1158,1104,388,397
061319,私立玉山高中,25,60,4,14,8,22,42,914,567,428,285
061321,私立慈明高中,55,96,22,21,10,27,89,2075,1522,719,579
064308,市立后綜高中,60,96,9,9,3,12,30,474,551,172,181
064324,市立大里高中,37,76,0,0,5,10,21,346,412,121,121
064328,市立新社高中,44,70,0,0,2,13,21,380,369,113,122
064336,市立長億高中,40,74,0,0,4,13,24,471,415,146,156
064342,市立中港高中,50,86,0,0,4,14,18,333,350,125,102
070301,國立彰化女中,38,66,6,9,4,16,45,0,1807,0,609
070304,國立員林高中,57,65,9,5,9,15,51,829,1223,329,372
070307,國立彰化高中,76,69,11,11,9,19,63,2364,82,819,25
070316,國立鹿港高中,52,54,10,21,8,16,48,934,873,302,313
070319,國立溪湖高中,49,61,0,0,10,13,45,757,1022,271,329
071311,私立精誠高中,70,63,5,4,4,16,30,786,601,268,200
071317,私立文興高中,29,61,0,0,4,17,29,589,801,207,285
071318,財團法人正德高中,44,46,11,10,6,22,48,772,1171,525,549
074308,縣立彰化藝術高中,35,74,0,0,3,11,27,329,464,90,108
074313,縣立二林高中,60,100,1,2,3,11,15,235,211,73,79
074323,縣立和美高中,55,111,11,5,4,11,10,175,181,0,0
074328,縣立田中高中,66,80,0,0,6,8,12,201,158,71,57
074339,縣立成功高中,46,55,0,0,3,8,12,177,190,55,72
080302,國立南投高中,67,51,5,0,10,15,45,907,737,266,257
080305,國立中興高中,39,60,6,11,5,15,42,718,679,243,237
080307,國立竹山高中,44,57,5,7,10,15,42,660,673,237,257
080308,國立暨大附中,39,59,8,12,5,15,43,567,761,176,246
081311,私立五育高中,14,13,0,0,9,8,18,269,236,127,102
081312,私立三育高中,17,12,0,3,2,8,7,85,71,33,29
081313,私立弘明實驗高中,8,7,2,3,3,11,3,49,33,13,16
081314,私立普台高中,26,51,0,0,5,13,16,263,252,99,90
084309,縣立旭光高中,54,98,0,0,3,10,21,362,387,118,150
090305,國立斗六高中,55,55,2,1,9,14,48,879,938,303,309
090306,國立北港高中,35,45,1,1,4,14,32,541,560,212,206
090315,國立虎尾高中,44,54,0,2,5,16,42,821,809,259,279
091307,私立永年高中,43,34,0,0,5,12,19,478,271,190,118
091308,私立正心高中,68,78,4,10,11,16,27,642,520,215,172
091311,私立文生高中,19,17,0,0,4,5,8,176,107,67,45
091312,私立巨人高中,5,9,0,0,2,4,15,189,400,68,121
091316,私立揚子高中,32,38,0,0,9,13,19,423,342,155,95
091318,財團法人義峰高中,19,15,0,0,5,10,29,613,508,221,182
091319,私立福智高中,4,24,0,0,2,10,12,206,231,50,63
091320,雲林縣維多利亞實驗高中,11,13,7,3,2,9,4,46,51,20,11
094301,縣立斗南高中,50,81,0,0,2,12,18,297,311,113,105
094307,縣立麥寮高中,61,88,10,3,5,14,24,301,250,90,89
094308,縣立古坑華德福實驗高級中學,7,8,0,0,0,0,3,17,13,0,0
100301,國立東石高中,60,40,9,8,13,12,38,937,436,307,146
100302,國立新港藝術高中,21,22,1,4,2,11,18,236,321,64,114
101303,私立同濟高中,11,13,0,1,4,2,7,136,72,11,9
101304,私立協同高中,51,51,2,3,9,14,22,475,461,166,159
104319,縣立竹崎高中,39,54,1,5,1,7,11,173,149,45,59
104326,縣立永慶高中,24,37,4,1,3,4,10,112,160,42,41
110302,國立新豐高中,39,50,7,8,6,13,39,624,744,237,232
110308,國立臺南大學附中,54,69,6,4,9,18,51,824,1097,244,343
110311,國立北門高中,37,38,0,0,6,11,31,500,575,187,213
110312,國立新營高中,29,60,3,4,5,14,35,422,663,171,243
110314,國立後壁高中,40,48,0,0,8,15,31,457,434,161,168
110315,國立善化高中,32,41,7,7,6,12,31,568,466,174,182
110317,國立新化高中,41,43,5,3,5,13,36,581,740,160,232
110328,國立南科國際實驗高中,36,59,0,0,5,16,12,203,154,64,56
111313,私立南光高中,33,45,0,0,3,9,22,536,480,189,145
111318,私立鳳和高中,19,18,1,2,0,5,6,123,90,48,53
111320,私立港明高中,84,43,1,2,3,11,44,1208,726,445,270
111321,臺南市興國高中,79,66,0,0,3,18,37,880,617,331,258
111322,私立明達高中,21,10,2,3,3,5,8,162,140,70,58
111323,私立黎明高中,50,35,5,6,5,15,23,592,422,217,159
111326,私立新榮高中,29,28,12,4,7,9,39,705,336,288,147
114306,市立大灣高中,53,126,13,20,3,12,18,359,372,122,116
114307,市立永仁高中,31,71,7,18,2,10,12,236,238,62,79
120303,國立鳳山高中,52,78,1,5,4,18,54,1232,864,402,303
120304,國立岡山高中,37,68,1,1,4,15,45,846,836,252,297
120311,國立旗美高中,21,48,8,9,3,15,28,322,540,117,232
120319,國立鳳新高中,48,86,20,51,5,17,57,1089,1123,340,378
121306,財團法人新光高中,13,13,0,0,3,3,22,210,155,58,36
121307,財團法人普門中學,26,29,11,14,3,10,15,260,167,119,68
121318,私立正義高中,13,27,7,3,0,8,12,248,185,153,127
121320,私立義大國際高中,14,17,17,20,5,3,6,127,102,39,35
124302,市立文山高中,42,87,1,3,3,10,24,435,423,127,150
124311,市立林園高中,72,133,0,0,6,13,18,281,303,87,100
124313,市立仁武高中,55,68,1,1,3,9,21,329,277,137,107
124322,市立路竹高中,54,104,10,12,6,7,21,300,279,98,122
124333,市立六龜高中,21,27,1,2,5,3,8,87,65,36,35
124340,市立福誠高中,53,97,8,11,3,10,21,384,371,111,118
130302,國立屏東女中,37,71,13,50,2,18,48,14,1797,2,610
130305,國立屏東高中,64,65,0,0,8,20,57,2075,51,660,20
130306,國立潮州高中,46,50,0,0,5,15,42,740,844,229,289
130322,國立屏北高中,34,40,1,2,5,10,30,353,641,165,188
131307,財團法人屏榮高中,53,65,23,49,6,10,75,1622,1452,618,579
131308,私立陸興高中,18,10,14,7,5,9,13,270,190,117,87
131311,私立美和高中,41,27,0,0,3,8,20,480,246,161,91
134304,縣立大同高中,45,82,0,0,4,7,21,220,492,61,161
134321,縣立枋寮高中,34,59,0,0,3,9,13,181,161,73,51
134324,縣立東港高中,80,111,0,0,4,9,14,261,249,86,70
134334,縣立來義高中,22,27,0,0,2,5,12,169,103,30,36
140301,國立臺東大學附屬體育高中,31,23,0,1,10,10,9,138,48,47,17
140302,國立臺東女中,28,38,0,0,3,13,27,14,947,3,335
140303,國立臺東高中,39,45,0,0,6,13,33,1054,36,333,9
141307,私立育仁高中,16,10,3,4,0,4,9,67,101,15,12
144322,縣立蘭嶼高中,6,14,0,0,5,3,3,34,8,14,9
150302,國立花蓮女中,34,44,13,10,3,14,33,11,1176,5,410
150303,國立花蓮高中,46,47,10,24,5,13,39,1297,38,415,12
150309,國立玉里高中,32,52,9,10,12,7,34,294,258,88,101
151306,私立海星高中,39,59,12,11,6,18,33,606,872,179,326
151307,私立四維高中,49,50,14,3,8,16,45,1140,886,422,318
151312,財團法人慈濟大學附中,33,35,6,1,9,9,15,266,280,86,80
154301,花蓮縣立體育實驗高中,12,8,0,1,2,8,6,93,35,27,15
154399,縣立南平中學,2,10,0,0,2,4,3,0,26,0,1
160302,國立馬公高中,48,55,13,25,7,14,48,690,750,198,266
170301,國立基隆女中,42,84,4,10,5,21,54,0,2009,0,753
170302,國立基隆高中,46,61,15,43,7,16,43,1172,87,485,43
171306,私立二信高中,85,98,8,7,14,25,65,1600,1056,565,469
