學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
061321,私立慈明高中,57,89,12,11,7,23,75,1461,1456,527,476
063303,市立大甲高中,45,66,0,0,14,14,42,676,820,201,295
063305,市立清水高中,43,56,0,0,3,14,42,686,905,238,263
063312,市立豐原高中,46,64,0,0,4,17,45,738,938,253,261
064308,市立后綜高中,53,107,0,0,4,12,30,457,566,140,163
064324,市立大里高中,33,71,0,0,5,13,21,368,411,104,126
064328,市立新社高中,45,80,0,0,3,14,25,440,439,96,99
064336,市立長億高中,41,73,0,0,3,13,24,397,438,143,129
064342,市立中港高中,51,83,0,0,4,15,20,350,387,106,107
064350,市立龍津高中,20,43,0,0,4,3,6,59,94,0,0
070301,國立彰化女中,39,62,6,9,4,19,45,0,1772,0,587
070304,國立員林高中,56,61,3,4,7,17,51,757,1244,248,403
070307,國立彰化高中,79,65,12,18,7,20,63,2377,73,721,24
070316,國立鹿港高中,48,55,2,5,8,15,48,866,813,295,283
070319,國立溪湖高中,46,61,0,0,9,14,45,710,978,234,338
071311,私立精誠高中,68,68,5,3,4,15,30,777,610,258,190
071317,私立文興高中,34,58,4,3,4,18,25,487,657,159,245
071318,財團法人正德高中,25,31,9,11,5,16,32,463,679,134,292
074308,縣立彰化藝術高中,44,78,0,0,6,10,28,398,485,104,156
074313,縣立二林高中,53,88,0,0,6,8,15,246,238,87,75
074323,縣立和美高中,55,99,0,0,3,12,19,274,369,91,81
074328,縣立田中高中,49,70,0,0,5,7,13,237,208,60,60
074339,縣立成功高中,47,65,0,0,3,10,15,222,207,64,60
080302,國立南投高中,60,57,3,0,12,16,45,823,696,268,220
080305,國立中興高中,37,62,0,0,4,16,42,663,688,218,157
080307,國立竹山高中,44,63,0,0,13,15,42,663,652,165,184
080308,國立暨大附中,37,47,4,2,4,15,39,536,696,127,210
081311,私立五育高中,14,14,0,0,8,8,20,288,297,73,73
081312,私立三育高中,14,6,1,1,0,8,5,58,46,16,16
081313,私立弘明實驗高中,9,12,4,5,9,8,3,51,55,21,17
081314,私立普台高中,25,37,0,0,10,13,16,350,244,104,62
084309,縣立旭光高中,60,101,0,0,3,11,21,302,397,109,117
090305,國立斗六高中,58,54,1,2,10,12,48,760,964,275,309
090306,國立北港高中,32,48,0,0,5,13,32,430,591,149,166
090315,國立虎尾高中,44,47,6,5,5,16,42,736,785,239,263
091307,私立永年高中,28,30,0,0,6,11,17,423,236,150,99
091308,私立正心高中,65,75,1,6,12,14,27,627,546,217,162
091311,私立文生高中,15,15,0,0,4,6,8,165,122,59,38
091312,私立巨人高中,7,11,0,0,1,5,15,176,424,56,134
091316,私立揚子高中,28,40,0,0,5,8,20,472,348,140,108
091318,財團法人義峰高中,21,19,10,12,4,14,33,684,479,159,160
091319,私立福智高中,4,24,0,0,3,8,12,171,235,62,72
091320,雲林縣維多利亞實驗高中,14,11,0,0,5,12,6,50,43,23,15
094301,縣立斗南高中,48,76,0,0,5,11,18,301,281,83,115
094307,縣立麥寮高中,59,77,0,0,2,13,21,351,253,95,80
094308,縣立古坑華德福實驗高級中學,14,10,4,3,1,0,3,16,11,3,2
100301,國立東石高中,58,39,1,0,13,11,38,878,407,279,150
100302,國立新港藝術高中,19,21,4,3,2,11,18,235,266,60,91
101303,私立同濟高中,12,8,1,2,6,3,10,155,144,63,32
101304,私立協同高中,48,49,2,3,10,12,22,489,485,172,136
104319,縣立竹崎高中,39,54,0,0,1,8,13,209,196,48,48
104326,縣立永慶高中,33,39,3,1,3,4,12,152,201,41,68
110302,國立新豐高中,36,53,0,0,7,14,39,537,655,182,231
110308,國立臺南大學附中,47,61,8,5,11,16,48,763,976,237,336
110311,國立北門高中,31,39,5,0,9,9,30,512,552,122,165
110312,國立新營高中,32,56,0,0,6,14,33,411,660,121,204
110314,國立後壁高中,34,48,4,5,8,14,30,446,370,136,126
110315,國立善化高中,33,46,0,0,10,9,32,574,474,171,143
110317,國立新化高中,44,41,4,4,4,14,36,547,799,127,225
110328,國立南科國際實驗高中,35,60,7,11,4,18,15,206,167,71,54
111313,私立南光高中,32,48,0,0,4,7,24,545,495,167,148
111318,私立鳳和高中,8,8,0,0,1,4,5,117,84,23,23
111320,私立港明高中,82,42,3,2,2,11,43,1146,724,366,226
111321,臺南市興國高中,60,60,0,0,2,14,31,724,532,274,183
111322,私立明達高中,19,9,0,5,3,5,8,164,152,49,44
111323,私立黎明高中,48,35,9,10,4,16,23,526,469,189,149
111326,私立新榮高中,17,13,0,0,5,7,29,356,155,165,74
114306,市立大灣高中,47,120,8,12,6,8,18,381,350,118,114
114307,市立永仁高中,30,77,0,0,3,10,12,215,222,66,84
120303,國立鳳山高中,52,74,1,8,3,18,54,1177,895,383,232
120304,國立岡山高中,39,67,0,0,4,14,45,775,817,235,276
120311,國立旗美高中,19,51,6,10,5,13,29,389,524,93,181
120319,國立鳳新高中,50,87,17,55,5,17,57,1065,1060,332,317
121306,財團法人新光高中,8,7,0,0,7,11,19,171,138,58,51
121307,財團法人普門中學,25,32,5,13,4,9,15,254,133,65,40
121318,私立正義高中,10,27,9,3,0,7,14,274,229,43,35
121320,私立義大國際高中,16,20,20,41,3,6,6,137,103,39,37
124302,市立文山高中,41,84,1,3,4,12,24,383,440,115,137
124311,市立林園高中,69,113,0,0,5,14,18,281,325,108,103
124313,市立仁武高中,52,69,5,5,4,11,21,335,293,81,93
124322,市立路竹高中,48,96,10,14,4,13,21,326,300,75,101
124333,市立六龜高中,16,26,0,0,4,3,6,72,59,15,6
124340,市立福誠高中,42,95,6,12,5,10,21,366,385,117,106
130302,國立屏東女中,36,74,15,42,4,17,48,15,1711,2,541
130305,國立屏東高中,56,58,0,0,8,17,57,1935,65,599,15
130306,國立潮州高中,40,56,0,0,4,18,42,614,866,222,257
130322,國立屏北高中,29,38,0,0,5,11,30,290,634,104,200
131307,財團法人屏榮高中,52,66,13,23,5,8,76,1695,1484,431,440
131308,私立陸興高中,16,9,9,4,2,11,13,287,172,82,75
131311,私立美和高中,39,26,2,1,4,9,21,518,279,160,81
134304,縣立大同高中,43,81,0,1,1,12,21,254,478,78,134
134321,縣立枋寮高中,33,55,0,0,5,8,13,182,194,34,46
134324,縣立東港高中,85,94,0,0,3,10,20,324,351,99,105
134334,縣立來義高中,24,30,0,0,2,6,12,146,93,29,18
140301,國立臺東大學附屬體育高中,23,21,0,0,9,12,9,159,70,35,12
140302,國立臺東女中,27,40,0,0,3,13,27,7,918,4,293
140303,國立臺東高中,43,40,0,0,5,13,33,937,39,275,4
141301,臺東縣均一高中,13,10,0,0,6,7,3,40,34,0,0
141307,私立育仁高中,8,8,7,1,0,9,8,64,95,12,35
144322,縣立蘭嶼高中,15,11,0,0,5,4,3,36,17,6,0
150302,國立花蓮女中,38,43,11,7,2,15,33,5,1120,1,365
150303,國立花蓮高中,41,52,8,25,5,12,39,1283,36,350,13
150309,國立玉里高中,29,52,0,0,10,9,32,285,255,55,67
151306,私立海星高中,33,46,12,26,5,12,30,406,669,159,242
151307,私立四維高中,45,43,22,7,10,11,43,1046,856,320,247
151312,財團法人慈濟大學附中,34,42,5,2,8,9,15,235,271,89,80
154301,花蓮縣立體育高中,11,9,0,0,4,6,6,82,31,26,15
154399,縣立南平中學,3,8,0,0,1,9,2,0,19,0,3
160302,國立馬公高中,48,60,7,7,9,14,48,646,776,185,220
170301,國立基隆女中,43,73,0,2,1,23,47,0,1468,0,519
170302,國立基隆高中,36,52,12,45,6,17,37,924,90,281,31
171306,私立二信高中,84,104,8,6,14,25,64,1524,1108,533,368
171308,輔大聖心高中,23,25,0,0,3,9,21,486,200,125,54
173304,市立中山高中,25,49,3,5,11,11,12,178,143,47,40
173306,市立安樂高中,28,56,2,6,2,13,12,232,173,80,49
173307,市立暖暖高中,18,50,0,0,4,9,11,246,120,84,35
173314,市立八斗高中,26,48,0,0,3,6,12,110,75,22,20
180301,國立科學工業園區實驗高中,39,74,0,0,6,30,22,398,310,119,91
180302,國立新竹女中,34,97,4,4,1,23,54,17,2083,7,691
180309,國立新竹高中,54,80,28,48,4,20,57,2180,65,674,20
181305,私立光復高中,87,115,13,24,9,25,125,2801,2290,825,686
181306,私立曙光女中,22,70,2,2,0,10,24,6,1102,0,341
181307,私立磐石高中,50,53,3,6,11,15,42,1284,645,380,223
181308,私立世界高中,23,33,7,6,4,13,36,435,551,130,207
183306,市立成德高中,22,94,0,0,0,15,27,581,390,153,125
183307,市立香山高中,32,84,2,2,4,14,24,448,413,134,148
183313,市立建功高中,22,95,0,0,1,14,23,479,465,151,132
191301,私立東大附中,24,51,4,7,4,5,18,362,442,136,131
191302,私立葳格高中,48,61,6,8,8,29,33,698,674,290,374
191305,私立新民高中,108,137,18,55,15,26,134,2749,3137,728,979
191308,私立宜寧高中,27,68,6,4,5,15,52,1242,1047,373,317
191309,私立明德高中,41,125,22,13,7,17,83,1123,2543,333,912
191311,私立衛道高中,75,76,2,1,10,21,24,738,346,249,106
191313,私立曉明女中,32,70,3,11,2,16,18,0,840,0,269
191314,私立嶺東高中,70,86,11,10,11,21,80,2021,1592,661,590
191315,私立磊川華德福實驗教育學校,11,17,0,0,2,5,3,20,19,9,7
193301,市立臺中女中,54,74,6,9,5,18,54,0,2140,0,705
193302,市立臺中一中,99,78,0,0,9,21,75,2902,86,922,27
193303,市立忠明高中,36,86,0,0,4,14,27,374,689,166,195
193313,市立西苑高中,57,123,0,0,4,20,27,529,587,164,156
193315,市立東山高中,71,155,0,0,9,14,30,522,670,225,178
193316,市立惠文高中,63,97,0,0,4,18,33,613,683,188,168
194303,市立臺中二中,77,85,0,0,8,22,69,1829,850,441,318
194315,市立文華高中,52,86,3,22,6,22,60,802,1515,240,453
200302,國立嘉義女中,43,65,6,18,6,16,48,0,1744,0,590
200303,國立嘉義高中,74,74,13,30,7,22,66,2158,156,718,49
201304,私立興華高中,54,73,0,0,6,16,42,972,892,327,316
201309,私立仁義高中,3,3,0,2,1,1,12,221,129,74,64
201310,私立嘉華高中,27,27,6,2,6,4,16,402,260,148,77
201312,私立輔仁高中,41,36,0,0,1,16,21,518,357,151,113
201313,私立宏仁女中,6,18,1,1,5,8,8,0,308,0,129
201314,私立立仁高中,8,8,4,1,6,8,9,176,206,37,37
210303,國立臺南二中,56,77,4,6,4,19,57,1479,719,616,31
210305,國立臺南一中,91,57,0,0,6,20,62,2248,67,732,19
210306,國立臺南女中,43,87,12,49,6,18,57,9,2169,4,714
210309,國立家齊高中,39,86,0,0,6,17,53,265,1628,21,621
211301,私立長榮高中,111,116,15,11,36,24,99,2523,1772,757,681
211302,私立長榮女中,10,31,10,34,8,17,33,205,1248,0,397
211304,財團法人聖功女中,32,69,0,4,2,27,20,0,917,0,315
211310,臺南市光華高中,13,65,0,0,2,13,38,444,1109,120,434
211314,私立六信高中,11,13,8,10,5,4,31,419,373,124,85
211315,私立瀛海高中,45,40,0,0,3,11,24,675,389,208,117
211317,私立崑山高中,19,23,19,10,2,14,29,443,254,143,100
211318,私立德光高中,38,78,3,7,3,28,24,505,601,192,272
211320,財團法人慈濟高中,34,61,1,5,7,15,18,307,276,48,60
213303,市立南寧高中,30,45,0,0,5,8,12,197,204,61,64
213316,市立土城高中,15,36,4,10,1,11,9,130,157,35,53
313301,市立西松高中,46,72,1,5,8,15,33,689,393,160,158
313302,市立中崙高中,37,109,3,5,8,14,30,572,529,179,151
321399,臺北市私立協和祐德高級中學,48,36,14,11,7,15,48,1115,299,442,174
323301,市立松山高中,57,105,2,11,2,23,63,1174,1125,381,374
323302,市立永春高中,45,79,2,10,2,18,48,774,895,239,237
330301,國立師大附中,82,139,39,79,10,39,80,2063,1033,623,338
331301,私立延平中學,54,66,0,0,10,15,29,878,553,281,188
331302,私立金甌女中,31,75,4,6,6,8,41,0,1640,0,556
331304,私立復興實驗高中,30,44,0,0,7,15,9,208,209,69,75
333301,市立和平高中,45,115,0,0,6,20,42,842,616,289,141
341301,私立中興中學,2,4,10,6,2,1,4,77,55,40,44
341302,私立大同高中,30,24,22,14,9,9,27,836,487,221,149
343301,市立中山女中,57,121,0,0,6,21,69,0,2507,0,855
343302,市立大同高中,49,124,8,22,4,21,48,852,905,257,299
343303,市立大直高中,55,93,5,4,6,17,30,562,503,163,132
351301,私立強恕中學,11,16,3,11,6,7,31,393,565,118,103
353301,市立建國中學,115,113,3,14,7,28,87,3285,0,1136,0
353302,市立成功中學,77,91,7,25,6,19,69,2573,0,835,0
353303,市立北一女中,59,121,8,13,4,23,71,0,2682,0,915
361301,私立靜修女中,19,83,1,3,4,9,30,0,1274,0,471
363301,市立明倫高中,47,78,6,10,7,16,48,803,872,199,220
363302,市立成淵高中,51,115,0,0,7,19,36,725,562,240,171
371301,私立立人高中,4,2,3,5,3,4,3,37,8,16,8
373301,市立華江高中,48,76,3,5,7,16,49,770,979,270,255
373302,市立大理高中,49,67,0,0,7,19,27,472,479,126,151
380301,國立政大附中,25,55,0,0,4,16,18,344,343,91,109
381301,私立東山高中,64,87,0,0,7,24,39,1073,726,378,246
381302,私立滬江高中,31,40,13,7,4,17,37,783,400,264,189
381303,私立大誠高中,12,7,9,5,4,5,13,77,38,16,29
381304,私立再興中學,40,57,0,0,8,14,18,497,389,162,131
381305,私立景文高中,53,69,0,0,11,28,52,1254,841,405,313
383301,市立景美女中,40,117,5,3,8,20,60,0,2202,0,672
383302,市立萬芳高中,46,114,4,6,6,20,33,585,578,157,206
393301,市立南港高中,45,108,0,0,11,18,30,526,517,127,151
393302,市立育成高中,47,100,0,0,11,16,60,954,958,293,340
401301,私立文德女中,3,17,5,3,2,8,7,0,284,0,122
401302,私立方濟中學,23,18,5,4,3,6,12,366,142,114,34
401303,私立達人女中,10,50,3,10,1,13,9,0,392,0,137
403301,市立內湖高中,52,101,3,16,4,21,63,1083,1090,325,322
403302,市立麗山高中,36,50,0,5,7,9,33,519,422,160,114
403303,市立南湖高中,41,70,2,2,8,17,48,875,824,245,241
411301,私立泰北高中,46,49,11,15,8,12,47,888,721,285,269
411302,私立衛理女中,14,53,6,12,7,26,15,0,562,0,166
411303,私立華興中學,31,30,0,0,6,5,6,133,115,47,41
413301,市立陽明高中,49,99,5,11,6,24,39,663,701,205,198
413302,市立百齡高中,49,121,1,8,11,14,26,450,459,120,131
421301,私立薇閣高中,56,73,0,0,4,10,22,511,509,164,151
421302,私立十信高中,10,24,8,8,0,6,17,338,300,95,106
421303,臺北市私立奎山實驗高級中學,6,11,1,1,3,5,3,51,44,0,0
423301,市立復興高中,70,109,0,0,6,23,71,1009,1249,278,360
423302,市立中正高中,62,114,0,6,11,14,69,1323,1088,307,284
521301,私立明誠高中,39,37,2,9,7,16,21,426,403,124,100
521303,私立大榮高中,37,19,15,7,5,10,36,1047,71,252,28
523301,市立鼓山高中,34,76,0,0,5,11,27,377,389,105,118
533301,市立左營高中,42,81,9,15,1,15,54,757,1040,232,337
533302,市立新莊高中,32,79,7,5,2,12,45,908,791,265,260
540301,國立中山大學附屬國光高中,31,51,10,11,7,9,18,358,343,87,112
543301,市立中山高中,29,68,7,4,1,15,42,720,850,209,276
543302,市立楠梓高中,29,47,4,1,4,9,30,470,516,113,157
551301,私立立志高中,96,75,38,15,14,18,118,2739,1132,1039,473
551303,南海月光實驗學校,0,33,0,0,0,1,3,0,55,0,0
553301,市立高雄中學,88,81,18,61,5,18,72,2737,109,885,23
553302,市立三民高中,31,57,0,1,4,11,36,644,638,206,190
563301,市立新興高中,37,64,2,3,3,14,18,320,358,84,105
573301,市立高雄女中,44,99,2,8,1,17,63,0,2507,0,837
580301,國立高師大附中,25,61,6,12,1,17,24,581,275,158,112
581301,私立復華高中,34,51,11,13,4,11,50,790,1038,207,274
581302,天主教道明中學,77,103,3,5,6,21,49,1185,1215,326,335
583301,市立中正高中,41,107,4,2,5,14,33,588,606,191,180
593301,市立前鎮高中,42,58,5,11,5,13,45,783,879,211,283
593302,市立瑞祥高中,57,131,3,5,8,15,27,529,441,152,110
613301,市立小港高中,43,66,7,5,6,10,45,729,831,237,287
710301,國立金門高中,41,36,0,0,8,10,30,469,538,110,138
720301,國立馬祖高中,18,16,0,3,9,7,13,177,127,53,45
011405,私立樹人家商,32,99,2,2,4,18,70,850,2006,191,748
011407,私立復興商工,63,54,33,27,8,25,88,1404,2716,514,905
011408,私立南強工商,47,39,20,15,9,13,54,1120,722,310,253
011413,私立穀保家商,29,74,18,7,3,14,53,1068,1284,406,431
011419,私立開明工商,21,21,16,21,6,8,39,732,333,302,179
011420,私立智光商工,41,56,7,16,8,23,64,1541,797,572,350
011421,私立清傳高商,8,24,2,5,8,4,15,230,305,53,57
011426,私立能仁家商,34,70,47,38,4,15,86,1366,1998,409,615
011427,私立豫章工商,30,40,14,8,5,16,49,1330,528,389,189
011431,私立莊敬工家,88,86,24,16,46,56,113,2140,2762,434,612
011432,私立中華商海,13,3,5,0,1,2,12,169,26,68,8
013402,市立瑞芳高工,75,59,0,0,21,13,59,1110,334,338,86
013430,市立三重商工,85,93,71,41,14,21,85,1772,876,531,309
013433,市立新北高工,109,88,0,0,13,21,93,2489,573,761,193
013434,市立淡水商工,75,107,0,0,12,20,87,1488,1104,454,356
014439,市立鶯歌工商,66,95,1,0,10,13,63,859,1084,244,356
014468,市立樟樹國際實中,26,61,4,2,1,9,5,41,68,0,0
020403,國立宜蘭高商,44,85,0,0,9,13,51,857,892,250,277
020404,國立羅東高商,49,60,7,2,4,18,48,691,836,210,271
020405,國立蘇澳海事,49,45,0,0,16,15,40,647,210,177,73
020407,國立羅東高工,85,38,3,3,14,18,45,1453,121,477,40
020409,國立頭城家商,39,70,0,0,7,15,50,542,652,147,234
030403,國立北科大附屬桃園農工,101,78,0,0,23,20,83,2371,401,692,133
030407,國立中壢高商,45,107,5,4,7,19,60,794,1243,289,373
030408,國立中壢家商,18,56,0,1,6,14,30,70,924,0,357
031414,私立成功工商,46,43,16,9,13,22,60,1279,639,414,235
031415,私立方曙商工,24,14,6,2,8,4,20,389,111,110,33
031421,私立永平工商,70,112,13,12,19,21,129,3124,2530,1039,854
041401,私立內思高工,41,27,13,2,5,14,36,1238,274,381,87
050401,國立大湖農工,54,30,0,0,16,11,31,642,265,215,90
050404,國立苗栗農工,80,68,0,0,17,21,54,1445,500,404,168
050407,國立苗栗高商,31,50,0,0,7,11,39,341,816,120,266
051408,私立中興商工,29,33,5,5,10,10,45,826,472,240,180
051411,私立育民工家,16,12,0,2,7,10,32,373,155,140,82
051412,私立賢德工商,3,0,10,3,1,2,7,88,14,41,3
051413,私立龍德家商,13,13,3,4,5,4,21,251,315,108,98
063401,市立豐原高商,45,106,0,0,7,20,63,630,1175,211,424
063402,市立大甲高工,78,41,0,0,12,20,48,1171,231,344,81
063404,市立東勢高工,99,59,0,0,20,17,63,1562,417,458,126
063407,市立沙鹿高工,89,64,7,6,18,21,72,1733,556,510,189
063408,市立霧峰農工,66,51,2,7,11,19,51,1275,286,396,89
070401,國立彰師附工,108,64,0,0,21,18,72,2298,319,610,115
070402,國立永靖高工,65,35,0,0,15,14,37,1051,242,348,75
070403,國立二林工商,61,67,5,1,13,12,57,1029,597,331,178
070405,國立秀水高工,70,46,100,32,11,19,60,1732,339,516,98
070406,國立彰化高商,46,116,0,0,9,16,70,617,1760,215,542
070408,國立員林農工,50,73,0,0,12,21,53,1035,673,366,212
070409,國立員林崇實高工,60,39,0,0,14,16,42,1104,269,312,99
070410,國立員林家商,30,73,0,11,6,17,48,273,1333,56,468
070415,國立北斗家商,40,71,10,12,5,14,56,499,1334,135,432
071413,私立大慶商工,29,33,16,14,19,36,61,1398,684,402,265
071414,私立達德商工,75,96,35,30,11,25,124,3222,2291,1105,853
