縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
09,雲林縣,090402,國立西螺農工,66,64,12,5,15,15,47,1223,363,380,129
09,雲林縣,090403,國立斗六家商,30,47,8,10,3,19,33,311,715,119,242
09,雲林縣,090404,國立北港農工,50,27,0,0,10,14,30,779,132,276,52
09,雲林縣,090413,國立土庫商工,42,41,0,0,7,15,31,375,601,121,203
09,雲林縣,091410,私立大成商工,34,23,0,0,5,9,42,843,434,554,311
09,雲林縣,091414,私立大德工商,26,14,1,1,2,6,27,389,190,148,78
10,嘉義縣,100402,國立民雄農工,70,37,2,2,9,19,39,911,157,316,63
10,嘉義縣,101405,私立協志工商,53,38,20,13,7,7,73,1268,923,571,426
10,嘉義縣,101406,私立萬能工商,34,29,0,0,6,9,34,952,565,365,210
10,嘉義縣,101407,私立弘德工商,3,0,0,0,0,0,1,10,9,25,18
11,臺南市,110401,國立新化高工,54,46,4,1,12,15,39,986,210,311,55
11,臺南市,110403,國立白河商工,42,33,3,3,7,15,30,325,113,112,47
11,臺南市,110404,國立北門農工,76,66,0,0,14,18,54,1173,427,335,154
11,臺南市,110405,國立曾文家商,23,52,4,7,7,11,30,219,711,66,255
11,臺南市,110406,國立新營高工,78,40,13,4,14,17,46,1023,280,288,87
11,臺南市,110407,國立玉井工商,39,34,0,0,9,11,28,387,202,155,79
11,臺南市,110409,國立臺南高工,137,77,11,9,25,22,84,2201,334,746,122
11,臺南市,110410,國立曾文農工,61,72,2,3,15,21,50,799,307,291,146
11,臺南市,111419,私立陽明工商,23,9,0,0,5,8,26,332,143,155,84
11,臺南市,111427,私立育德工家,19,19,5,4,2,9,25,364,326,181,169
12,高雄市,120401,國立旗山農工,55,46,0,0,16,15,38,688,228,241,91
12,高雄市,120402,國立岡山農工,89,70,4,10,14,24,65,1361,390,386,177
12,高雄市,120409,國立鳳山商工,74,76,0,0,14,20,77,1074,1105,260,405
12,高雄市,121405,私立中山工商,153,201,11,2,15,44,188,5424,3332,2007,1165
12,高雄市,121410,私立旗美商工,6,2,6,1,1,4,9,71,46,42,18
12,高雄市,121413,私立高英工商,48,34,0,0,8,20,62,1222,589,467,210
12,高雄市,121415,私立華德工家,14,12,6,3,6,2,30,315,203,77,59
12,高雄市,121417,私立高苑工商,39,34,26,15,7,16,62,1232,465,436,156
13,屏東縣,130401,國立內埔農工,53,41,0,0,15,15,34,562,217,172,81
13,屏東縣,130403,國立屏東高工,105,69,0,0,21,16,68,1565,274,451,111
13,屏東縣,130404,國立佳冬高農,39,59,0,0,10,16,42,574,395,186,134
13,屏東縣,130410,國立東港海事,44,51,9,5,13,15,38,791,402,242,138
13,屏東縣,130417,國立恆春工商,37,51,0,0,8,14,34,446,306,115,95
13,屏東縣,131409,私立民生家商,14,22,2,3,1,12,32,433,418,151,166
13,屏東縣,131416,私立華洲工家,0,0,0,0,0,0,0,0,0,32,15
13,屏東縣,131418,私立日新工商,5,9,2,4,1,11,14,165,108,74,34
14,臺東縣,140404,國立關山工商,30,27,0,0,9,11,21,181,100,38,37
14,臺東縣,140405,國立臺東高商,35,62,0,0,3,15,36,424,622,86,201
14,臺東縣,140408,國立成功商水,22,13,0,0,6,10,12,127,44,29,18
14,臺東縣,141406,私立公東高工,26,27,4,5,15,19,32,627,329,220,97
15,花蓮縣,150401,國立花蓮高農,46,45,0,0,12,16,35,421,326,105,117
15,花蓮縣,150404,國立花蓮高工,86,54,0,0,18,16,47,954,158,277,51
15,花蓮縣,150405,國立花蓮高商,30,59,0,0,3,19,35,348,666,89,226
15,花蓮縣,150411,國立光復商工,24,19,0,0,9,8,16,143,91,40,34
15,花蓮縣,151410,花蓮縣上騰工商,15,11,3,2,6,4,27,264,174,49,44
16,澎湖縣,160401,國立澎湖海事水產,57,49,0,0,17,18,43,655,344,206,130
17,基隆市,170403,國立海洋大學附屬基隆海事,54,62,0,0,16,16,48,802,347,187,112
17,基隆市,170404,國立基隆商工,67,85,9,2,12,19,64,922,778,279,286
17,基隆市,171405,私立光隆家商,11,12,14,18,2,3,27,200,372,133,246
17,基隆市,171407,私立培德工家,9,9,7,5,2,5,12,125,60,50,33
18,新竹市,180403,國立新竹高商,24,78,5,12,4,17,47,548,1066,176,382
18,新竹市,180404,國立新竹高工,59,73,0,0,10,22,51,1242,366,380,151
19,臺中市,190406,國立興大附農,50,110,12,15,14,17,79,1161,1133,363,438
19,臺中市,191412,財團法人光華高工,24,13,5,9,5,11,24,458,56,401,62
19,臺中市,193404,市立臺中家商,51,124,0,0,9,18,80,575,1705,184,591
19,臺中市,193407,市立臺中高工,158,102,3,2,28,31,116,3150,494,974,157
20,嘉義市,200401,國立華南高商,39,69,0,0,5,15,42,523,850,173,308
20,嘉義市,200405,國立嘉義高工,148,69,0,0,22,22,95,2119,657,711,236
20,嘉義市,200406,國立嘉義高商,40,72,5,9,2,19,44,449,988,164,328
20,嘉義市,200407,國立嘉義家職,18,80,0,0,7,13,42,231,942,46,353
20,嘉義市,201408,私立東吳工家,54,68,10,11,11,13,84,1339,1690,463,653
21,臺南市,210408,國立臺南高商,51,98,0,0,3,19,64,588,1364,200,456
21,臺南市,210416,國立臺南海事,46,36,15,6,10,11,33,726,276,245,107
21,臺南市,211407,私立南英商工,30,43,22,11,7,20,44,818,334,418,175
21,臺南市,211412,私立亞洲餐旅,16,20,7,4,5,8,24,446,356,205,172
21,臺南市,211419,私立慈幼工商,36,19,11,4,13,12,33,817,210,378,60
30,臺北市,311401,臺北市普林思頓高中,41,100,47,48,1,16,94,1736,2346,864,1374
30,臺北市,323401,市立松山家商,42,110,3,3,6,23,57,631,1154,183,382
30,臺北市,323402,市立松山工農,110,82,9,10,16,30,66,1893,427,524,135
30,臺北市,331402,私立東方工商,4,12,8,6,2,6,13,90,139,45,57
30,臺北市,331403,私立喬治工商,6,13,2,6,6,8,21,96,272,42,71
30,臺北市,331404,私立開平餐飲,13,27,0,0,1,7,32,611,402,249,152
30,臺北市,333401,市立大安高工,155,121,17,6,37,28,101,2749,452,865,156
30,臺北市,341402,私立稻江護家,12,50,1,14,6,20,32,0,1063,0,541
30,臺北市,351402,臺北市開南高中,26,22,0,0,9,15,37,752,198,369,72
30,臺北市,361401,私立稻江高商,14,30,0,0,2,16,28,449,448,177,243
30,臺北市,383401,市立木柵高工,91,81,8,2,17,25,58,1572,290,433,102
30,臺北市,393401,市立南港高工,107,91,0,0,38,24,69,1913,291,547,98
30,臺北市,403401,市立內湖高工,91,76,0,0,14,24,58,1629,298,432,97
30,臺北市,411401,私立華岡藝校,13,19,49,62,2,2,18,176,590,52,190
30,臺北市,413401,市立士林高商,62,142,3,12,11,24,82,846,1520,218,540
30,臺北市,421404,私立惇敘工商,27,13,3,2,4,5,23,475,35,254,13
50,高雄市,521401,私立中華藝校,24,33,24,40,9,10,29,302,596,132,245
50,高雄市,533401,市立海青工商,79,92,2,2,19,18,64,989,918,325,360
50,高雄市,533402,市立三民家商,48,98,0,0,1,22,54,465,1243,154,454
50,高雄市,551402,私立樹德家商,50,130,31,45,10,28,143,1536,3218,624,1319
50,高雄市,553401,市立高雄高工,138,92,1,3,19,21,86,2377,386,816,133
50,高雄市,563401,市立高雄高商,41,109,2,2,4,16,60,529,1356,163,467
50,高雄市,581401,私立國際商工,1,3,11,4,1,2,7,61,98,22,1
50,高雄市,581402,私立三信家商,28,61,32,35,3,13,92,1309,1423,377,605
50,高雄市,593401,市立中正高工,108,74,3,1,11,26,75,1892,294,626,109
50,高雄市,610405,國立高餐大附屬餐旅中學,12,29,0,0,3,5,9,67,165,24,55
50,高雄市,611401,私立高鳳工家,4,3,1,0,1,4,9,91,61,30,13
71,金門縣,710401,國立金門農工,51,32,0,0,16,14,39,599,399,161,130
30,臺北市,351B09,私立南華高中進修學校,4,16,0,0,3,10,25,373,357,209,202
30,臺北市,361B09,私立志仁中學進修學校,7,11,26,33,1,6,42,740,714,312,297
01,新北市,011C71,私立光華高商進修學校,5,8,5,5,1,4,15,229,207,86,86
21,臺南市,210C01,國立成功大學附設高工進修學校,21,15,10,4,2,6,24,191,49,53,21
07,彰化縣,070F01,國立和美實驗學校,0,0,0,0,0,0,12,181,197,59,68
50,高雄市,543F01,市立楠梓特殊學校,0,0,0,0,0,0,3,0,14,0,0
03,桃園市,031G91,私立宏德高商進修學校,0,0,14,4,0,0,3,96,0,33,0
07,彰化縣,070G92,國立二林工商進校分校,0,0,9,5,0,0,3,33,0,9,0
11,臺南市,111G91,私立樹德高中進修學校,0,0,13,1,0,0,3,88,0,27,0
15,花蓮縣,151G91,私立正德高中進修學校,0,0,27,2,0,0,3,70,0,21,0
03,桃園市,03C301,誠正中學桃園分校,0,0,0,0,0,0,13,176,0,0,0
04,新竹縣,04C301,誠正中學,0,0,0,0,0,0,5,88,0,0,0
07,彰化縣,07C301,誠正中學彰化分校,0,0,0,0,0,0,14,128,75,0,0
12,高雄市,12C301,明陽中學,0,0,0,0,0,0,4,39,1,23,2
