學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
031313,桃園市振聲高中,72,109,15,9,5,23,74,1371,1948,485,658
031317,私立光啟高中,23,35,2,4,4,11,42,1153,335,474,156
031318,桃園市啟英高中,96,141,39,26,8,23,156,3853,3294,1231,1064
031319,桃園市清華高中,18,12,7,3,6,9,30,451,133,241,84
031320,桃園市新興高中,113,158,5,6,4,27,136,3668,2632,1262,994
031323,私立至善高中,17,19,0,0,5,17,27,396,229,130,75
031324,桃園市大興高中,48,37,5,4,3,7,54,1414,520,418,188
031326,私立大華高中,19,35,2,2,6,15,6,143,120,45,37
033302,市立龍潭高中,56,60,7,6,10,18,45,933,494,271,156
033304,市立桃園高中,62,95,1,5,5,20,66,1276,1274,423,407
033306,市立武陵高中,63,83,18,48,6,18,63,1386,1066,463,345
033316,市立楊梅高中,55,62,6,3,7,17,48,1012,659,306,199
033325,市立陽明高中,48,95,3,1,4,23,60,1130,1217,341,365
033327,市立內壢高中,47,90,0,0,5,18,57,1119,1113,307,395
034306,市立南崁高中,29,70,0,0,3,15,42,703,810,256,237
034312,市立大溪高中,34,51,0,2,4,13,33,622,564,189,196
034314,市立壽山高中,58,82,0,0,4,17,54,812,1169,198,364
034319,市立平鎮高中,45,78,0,0,3,15,48,905,869,249,292
034332,市立觀音高中,51,85,1,2,7,12,26,502,385,133,134
034335,市立新屋高級中等學校,40,74,0,0,4,10,14,192,134,0,0
034347,市立永豐高中,57,126,0,0,4,20,38,705,632,202,183
034399,市立大園國際高中,48,62,0,0,4,12,45,652,1059,132,327
040302,國立竹東高中,36,73,6,7,7,13,48,877,826,246,262
040304,國立關西高中,23,49,2,1,9,10,27,473,451,134,163
040308,國立竹北高中,44,94,10,14,6,22,57,1091,918,343,314
041303,私立義民高中,42,65,18,17,2,16,43,1041,982,333,351
041305,私立忠信高中,27,32,8,5,2,2,27,517,390,299,235
041306,私立東泰高中,35,39,8,6,7,15,57,984,621,285,229
041307,私立仰德高中,22,38,8,7,4,15,44,791,637,306,208
044311,縣立六家高級中學,24,55,0,0,0,8,21,385,436,85,128
044320,縣立湖口高中,40,110,2,1,7,11,18,313,313,94,100
050303,國立苗栗高中,38,57,2,4,7,13,42,693,820,194,281
050310,國立竹南高中,32,72,1,3,6,19,42,822,789,242,248
050314,國立卓蘭高中,43,64,0,0,6,18,33,330,643,132,210
050315,國立苑裡高中,35,51,2,7,5,13,36,535,701,156,232
051302,私立君毅高中,45,65,6,3,11,9,46,959,733,302,250
051305,私立大成高中,11,11,2,7,7,5,32,231,275,72,78
051306,私立建臺高中,45,59,1,7,6,9,30,639,566,259,235
051307,私立全人實驗高中,6,3,0,0,1,1,3,26,12,1,1
054308,縣立三義高中,23,45,0,0,2,6,12,167,232,38,73
054309,縣立苑裡高中,47,86,0,0,3,13,21,282,336,96,104
054317,縣立興華高中,36,68,0,0,4,12,18,260,295,99,93
054333,縣立大同高中,14,34,0,0,4,7,12,195,199,57,64
060322,國立興大附中,53,47,3,2,3,18,42,899,760,268,275
060323,國立中科實驗高級中學,24,30,0,0,3,8,12,205,168,61,59
061301,財團法人常春藤高中,25,23,15,7,3,8,19,348,368,208,188
061306,私立明台高中,48,84,8,9,7,17,70,1098,1552,521,721
061309,私立致用高中,58,81,11,4,7,19,77,1892,1179,729,509
061310,私立大明高中,58,74,20,18,8,20,63,1369,1220,583,589
061311,私立嘉陽高中,29,37,21,17,6,11,56,1192,725,641,355
061313,私立明道高中,147,195,0,0,10,43,93,2242,2253,772,732
061314,私立僑泰高中,112,126,5,13,15,27,134,3029,2862,1054,937
061315,私立華盛頓高中,38,57,9,1,2,15,24,540,493,157,162
061316,私立青年高中,60,90,47,54,4,23,87,1822,1084,505,404
061317,私立弘文高中,62,67,5,3,13,23,35,806,715,270,250
061318,私立立人高中,44,83,7,8,4,23,48,1039,1186,342,387
061319,私立玉山高中,10,13,1,3,3,12,25,300,208,162,128
061321,私立慈明高中,49,72,12,11,10,28,61,1152,1185,521,514
061322,華德福大地實驗學校,5,9,5,7,1,2,3,12,5,0,0
063303,市立大甲高中,46,68,0,0,13,13,42,663,813,218,270
063305,市立清水高中,44,55,0,0,2,17,42,674,884,235,288
063312,市立豐原高中,48,58,0,0,5,15,45,740,924,245,302
064308,市立后綜高中,49,109,0,0,6,12,30,450,560,129,181
064324,市立大里高中,33,72,0,0,6,12,21,374,393,130,134
064328,市立新社高中,52,80,0,0,3,15,27,454,467,104,115
064336,市立長億高中,44,74,0,0,2,13,24,415,413,128,147
064342,市立中港高中,51,87,0,0,4,15,21,360,394,103,113
064350,市立龍津高中,30,65,0,0,5,5,12,131,186,0,0
070301,國立彰化女中,38,64,6,9,4,18,45,0,1777,0,571
070304,國立員林高中,58,59,1,3,8,15,51,797,1219,232,401
070307,國立彰化高中,74,72,17,12,8,19,63,2384,84,748,24
070316,國立鹿港高中,48,57,5,6,7,16,48,834,760,286,283
070319,國立溪湖高中,48,61,0,0,10,13,45,707,971,217,320
071311,私立精誠高中,68,72,2,3,6,14,30,778,630,265,183
071317,私立文興高中,34,53,2,6,4,17,23,456,556,161,264
071318,財團法人正德高中,24,23,7,11,5,15,27,355,501,232,335
074308,縣立彰化藝術高中,43,80,0,0,8,10,28,394,470,123,169
074313,縣立二林高中,55,83,0,0,6,8,15,231,214,85,81
074323,縣立和美高中,54,93,0,3,3,12,21,300,402,79,98
074328,縣立田中高中,48,69,0,0,7,9,14,214,199,80,68
074339,縣立成功高中,47,66,0,0,3,10,16,215,200,75,73
080302,國立南投高中,61,56,3,0,12,16,45,811,679,245,223
080305,國立中興高中,41,58,0,0,4,16,42,684,649,206,237
080307,國立竹山高中,44,61,0,0,14,14,42,645,609,198,214
080308,國立暨大附中,37,50,3,2,4,17,40,539,675,114,192
081311,私立五育高中,11,13,6,3,8,8,19,241,280,91,103
081312,私立三育高中,13,3,2,2,1,8,4,38,40,25,14
081313,私立弘明實驗高中,8,13,3,6,12,15,3,54,46,14,23
081314,私立普台高中,24,34,0,0,9,12,15,295,225,125,79
084309,縣立旭光高中,60,101,0,0,7,9,21,320,369,103,131
090305,國立斗六高中,58,54,0,0,9,14,48,747,922,260,321
090306,國立北港高中,29,51,0,0,4,14,32,405,557,117,195
090315,國立虎尾高中,40,47,0,0,5,16,42,737,759,227,258
091307,私立永年高中,25,30,0,0,6,11,13,312,166,177,115
091308,私立正心高中,65,74,0,6,12,13,27,605,571,211,173
091311,私立文生高中,15,16,0,0,4,5,8,151,113,63,49
091312,私立巨人高中,7,11,0,0,3,3,15,154,432,68,138
091316,私立揚子高中,26,37,0,0,3,7,19,441,306,176,132
091318,財團法人義峰高中,20,21,9,9,5,12,33,670,456,209,178
091319,福智高中,3,19,0,0,3,6,11,147,189,54,85
091320,雲林縣維多利亞實驗高中,12,14,0,0,5,9,6,51,47,20,14
094301,縣立斗南高中,43,71,0,0,5,11,18,310,262,97,98
094307,縣立麥寮高中,58,72,0,0,6,13,21,337,256,112,87
094308,縣立古坑華德福實驗高級中學,14,10,0,0,1,0,3,13,17,8,3
100301,國立東石高中,58,38,1,0,13,12,38,868,383,300,148
100302,國立新港藝術高中,21,23,2,2,3,10,17,188,247,82,93
101303,私立同濟高中,12,8,0,0,4,3,8,135,125,60,55
101304,私立協同高中,49,51,3,5,13,12,24,502,499,155,147
104319,縣立竹崎高中,42,56,2,0,2,7,15,233,225,62,59
104326,縣立永慶高中,34,34,3,1,2,5,12,155,204,50,60
110302,國立新豐高中,42,46,3,6,6,15,38,547,603,150,218
110308,國立臺南大學附中,44,63,7,6,11,13,48,759,919,198,321
110311,國立北門高中,31,42,3,3,7,12,30,509,548,139,160
110312,國立新營高中,32,57,0,0,6,14,33,400,661,122,235
110314,國立後壁高中,33,49,7,4,8,13,30,400,361,161,110
110315,國立善化高中,34,44,0,0,8,10,31,506,416,190,158
110317,國立新化高中,40,44,2,6,4,14,36,536,778,171,238
110328,國立南科國際實驗高中,31,62,6,14,5,16,15,207,179,71,50
111313,私立南光高中,31,44,0,0,4,7,23,541,480,174,177
111318,私立鳳和高中,8,6,5,5,0,5,4,82,78,53,25
111320,私立港明高中,74,41,6,4,2,9,41,1079,698,402,254
111321,臺南市興國高中,49,56,0,0,2,14,27,603,457,297,221
111322,私立明達高中,18,8,1,5,3,5,8,169,164,54,45
111323,私立黎明高中,48,35,12,9,3,11,22,522,410,180,178
111326,私立新榮高中,15,12,0,0,8,4,23,224,97,158,72
114306,市立大灣高中,45,120,10,13,7,7,18,404,326,113,114
114307,市立永仁高中,32,73,0,0,4,10,12,204,231,63,59
120303,國立鳳山高中,53,77,4,6,3,19,54,1141,907,382,285
120304,國立岡山高中,40,64,0,0,5,14,45,745,801,260,262
120311,國立旗美高中,17,53,6,10,5,11,28,342,478,127,174
120319,國立鳳新高中,55,84,17,55,6,16,57,1077,1024,328,367
121306,財團法人新光高中,11,13,0,0,4,4,16,175,126,60,42
121307,財團法人普門中學,20,33,5,11,3,10,15,222,134,84,49
121318,私立正義高中,9,23,8,7,0,7,12,219,159,126,124
121320,私立義大國際高中,15,20,20,34,3,5,6,129,105,40,35
124302,市立文山高中,38,87,0,1,4,12,24,369,418,113,148
124311,市立林園高中,67,107,0,0,6,13,18,282,302,94,111
124313,市立仁武高中,52,67,0,0,5,11,21,325,269,70,84
124322,市立路竹高中,49,96,10,13,4,12,21,309,285,103,110
124333,市立六龜高中,18,24,0,0,4,4,6,65,52,14,16
124340,市立福誠高中,43,94,5,13,5,12,21,364,369,114,114
130302,國立屏東女中,39,71,22,47,6,15,48,19,1663,2,562
130305,國立屏東高中,63,67,0,0,8,17,57,1885,65,624,22
130306,國立潮州高中,38,59,0,0,6,15,42,634,846,178,286
130322,國立屏北高中,28,37,0,0,4,10,30,289,575,96,217
131307,財團法人屏榮高中,46,62,17,27,5,8,68,1337,1300,581,525
131308,私立陸興高中,14,10,10,4,1,8,10,236,142,128,63
131311,私立美和高中,37,25,0,0,3,7,20,442,266,202,98
134304,縣立大同高中,42,84,0,0,1,11,22,242,477,85,148
134321,縣立枋寮高中,34,55,0,0,6,8,13,175,179,52,72
134324,縣立東港高中,91,95,0,0,2,12,21,330,353,117,115
134334,縣立來義高中,25,31,0,0,2,6,12,115,88,33,18
140301,國立臺東大學附屬體育高中,23,21,0,0,11,10,9,133,70,45,22
140302,國立臺東女中,24,43,0,0,3,13,27,12,888,1,310
140303,國立臺東高中,40,42,0,0,5,13,32,918,33,276,15
141301,臺東縣均一高中,15,12,0,0,5,10,4,53,50,8,9
141307,私立育仁高中,10,11,0,0,0,10,9,64,108,23,11
144322,縣立蘭嶼高中,15,13,0,0,5,4,3,43,19,7,5
150302,國立花蓮女中,37,44,7,7,3,14,33,4,1078,4,365
150303,國立花蓮高中,39,50,8,25,5,14,38,1234,35,343,10
150309,國立玉里高中,30,51,0,0,10,8,32,291,246,80,67
151306,私立海星高中,31,43,10,23,4,11,26,353,554,121,235
151307,私立四維高中,39,40,13,9,9,10,39,930,751,349,299
151312,財團法人慈濟大學附中,36,41,9,4,8,9,15,252,297,76,82
154301,花蓮縣立體育高中,11,9,0,0,3,7,6,84,22,28,12
154399,縣立南平中學,2,5,0,0,3,7,2,0,16,0,6
160302,國立馬公高中,49,59,3,8,8,15,48,586,726,199,260
170301,國立基隆女中,44,72,1,2,1,21,46,0,1352,0,482
170302,國立基隆高中,36,52,12,45,6,17,35,663,97,276,33
171306,私立二信高中,79,102,8,6,20,26,59,1314,933,537,436
171308,輔大聖心高中,22,24,12,1,3,9,19,384,146,175,84
173304,市立中山高中,29,56,4,5,6,12,12,148,126,50,44
173306,市立安樂高中,29,56,4,6,2,12,12,224,172,72,53
173307,市立暖暖高中,19,48,0,0,4,7,12,233,127,62,34
173314,市立八斗高中,24,45,0,0,3,7,12,101,61,28,33
180301,國立科學工業園區實驗高中,38,75,0,0,6,29,22,394,312,128,98
180302,國立新竹女中,34,96,3,6,1,22,54,19,2042,6,691
180309,國立新竹高中,57,75,37,58,4,20,57,2164,66,678,18
181305,私立光復高中,85,107,16,28,9,26,117,2677,2146,808,730
181306,私立曙光女中,26,72,0,0,0,12,24,5,1094,4,364
181307,私立磐石高中,52,55,3,5,10,14,42,1313,633,390,217
181308,私立世界高中,13,29,10,5,3,12,30,373,461,108,187
183306,市立成德高中,26,82,0,0,4,12,27,596,371,163,131
183307,市立香山高中,32,89,0,0,3,15,25,466,423,129,136
183313,市立建功高中,22,94,0,0,2,14,24,499,490,154,135
191301,私立東大附中,23,49,3,9,4,5,18,369,426,116,135
191302,私立葳格高中,41,50,0,0,7,26,31,589,558,244,270
191305,私立新民高中,114,137,12,41,14,25,134,2863,3064,725,992
191308,私立宜寧高中,28,57,12,12,5,14,48,1175,879,363,368
191309,私立明德高中,42,123,18,17,9,19,80,1013,2316,365,878
191311,私立衛道高中,80,77,1,2,10,21,24,729,353,245,117
191313,私立曉明女中,29,69,2,12,2,16,18,0,838,0,278
191314,私立嶺東高中,69,86,6,9,12,22,79,1886,1533,672,553
191315,私立磊川華德福實驗教育學校,12,16,4,4,3,3,3,17,19,5,3
193301,市立臺中女中,51,76,6,13,4,19,54,0,2114,0,700
193302,市立臺中一中,101,76,0,0,9,21,75,2866,86,931,28
193303,市立忠明高中,36,86,0,0,5,13,27,341,684,131,212
193313,市立西苑高中,69,134,0,0,3,21,27,516,555,176,181
193315,市立東山高中,70,146,0,0,10,16,30,502,646,176,209
193316,市立惠文高中,60,100,0,0,5,14,33,674,636,165,249
194303,市立臺中二中,76,86,0,0,8,22,69,1792,841,570,273
194315,市立文華高中,52,84,3,23,4,22,60,798,1497,263,493
200302,國立嘉義女中,44,64,6,15,6,16,48,0,1718,0,583
200303,國立嘉義高中,73,76,13,28,7,22,66,2130,159,699,49
201304,私立興華高中,43,64,0,0,8,17,38,848,767,345,326
201309,私立仁義高中,5,3,0,0,2,1,11,183,91,43,29
201310,私立嘉華高中,25,26,6,2,6,4,16,300,219,188,112
201312,私立輔仁高中,44,37,0,0,6,15,20,465,343,181,120
201313,私立宏仁女中,9,20,2,2,2,9,6,0,247,0,131
201314,私立立仁高中,11,8,0,3,6,8,9,169,205,67,63
210303,國立臺南二中,54,78,7,4,3,20,57,1454,716,460,229
210305,國立臺南一中,87,64,0,0,5,20,61,2183,61,738,28
210306,國立臺南女中,46,87,3,16,6,18,57,14,2125,2,732
210309,國立家齊高中,39,85,0,0,6,17,52,371,1472,27,590
211301,私立長榮高中,97,108,13,11,35,21,90,2085,1401,849,670
211302,私立長榮女中,10,30,6,13,7,14,28,209,984,42,474
211304,財團法人聖功女中,33,63,0,4,2,27,19,0,845,0,329
211310,臺南市光華高中,16,58,0,0,1,15,37,399,955,165,435
211314,私立六信高中,15,13,0,0,6,3,30,311,262,124,92
211315,私立瀛海高中,44,39,0,0,3,11,24,630,384,261,127
211317,私立崑山高中,17,23,14,11,2,11,26,278,196,193,101
211318,私立德光高中,39,76,3,4,3,26,24,506,594,171,191
211320,財團法人慈濟高中,33,57,1,3,7,12,18,309,262,94,93
213303,市立南寧高中,30,45,0,0,4,6,12,203,185,63,74
213316,市立土城高中,15,36,5,9,1,6,9,126,137,40,58
313301,市立西松高中,43,70,0,0,8,15,33,669,399,207,137
313302,市立中崙高中,39,105,3,5,6,17,30,545,542,197,169
321399,臺北市私立協和祐德高級中學,37,22,0,0,5,14,37,770,179,452,135
323301,市立松山高中,60,98,2,3,3,23,63,1160,1116,381,372
323302,市立永春高中,43,84,6,6,4,20,48,777,932,244,265
330301,國立師大附中,83,137,37,84,10,39,80,2026,963,645,344
331301,私立延平中學,51,63,0,0,7,11,29,844,532,286,176
331302,私立金甌女中,24,65,12,8,4,8,37,0,1414,0,605
331304,私立復興實驗高中,33,46,0,0,7,15,9,228,199,62,73
333301,市立和平高中,60,93,0,0,6,20,42,825,624,271,195
341301,私立中興中學,1,1,0,0,2,1,2,32,15,39,37
341302,私立大同高中,27,24,13,11,10,9,26,787,406,208,170
343301,市立中山女中,57,118,5,11,4,23,68,0,2438,0,829
343302,市立大同高中,50,128,7,19,6,22,48,823,925,321,240
343303,市立大直高中,53,93,5,4,6,20,30,555,507,186,165
351301,私立強恕中學,14,12,4,8,6,7,29,363,506,136,109
353301,市立建國中學,116,107,3,6,10,25,86,3214,0,1072,0
353302,市立成功中學,70,98,3,28,4,22,68,2521,0,832,0
353303,市立北一女中,60,119,4,13,3,24,70,0,2600,0,917
361301,私立靜修女中,15,73,0,3,4,8,23,2,930,0,613
363301,市立明倫高中,48,77,6,9,8,15,48,805,861,250,272
363302,市立成淵高中,49,116,0,0,7,21,36,717,577,241,177
371301,私立立人高中,1,0,0,0,0,0,0,1,0,17,7
373301,市立華江高中,48,78,3,6,4,18,50,780,993,244,291
373302,市立大理高中,47,69,0,0,7,19,27,467,468,141,157
380301,國立政大附中,25,55,0,0,4,16,18,337,333,122,94
381301,私立東山高中,65,92,0,0,6,26,39,1124,670,338,271
381302,私立滬江高中,27,33,19,7,4,14,32,582,269,299,187
381303,私立大誠高中,17,6,6,0,2,8,13,112,32,32,21
381304,私立再興中學,37,57,0,0,7,14,18,458,396,168,124
381305,私立景文高中,47,59,0,0,8,19,42,929,601,490,360
383301,市立景美女中,41,113,4,4,8,22,60,0,2168,0,725
383302,市立萬芳高中,46,109,4,11,7,19,33,563,589,169,173
393301,市立南港高中,45,107,0,0,8,18,30,518,507,158,169
393302,市立育成高中,44,88,0,0,4,18,60,926,981,278,279
401301,私立文德女中,3,15,4,5,2,7,7,0,161,0,144
401302,私立方濟中學,21,16,3,6,3,5,10,302,101,145,70
401303,私立達人女中,10,48,4,10,2,13,9,0,384,0,131
403301,市立內湖高中,49,100,2,17,7,19,62,1049,1067,362,364
403302,市立麗山高中,36,50,2,4,8,11,33,572,383,156,136
403303,市立南湖高中,46,77,2,2,9,19,48,861,814,279,275
411301,私立泰北高中,36,51,14,10,6,11,40,644,568,309,263
411302,私立衛理女中,13,57,8,7,4,20,15,0,565,0,178
411303,私立華興中學,31,28,0,0,7,5,6,149,106,34,46
413301,市立陽明高中,45,103,5,11,6,24,39,670,679,219,229
413302,市立百齡高中,48,122,2,12,9,19,27,485,452,126,142
421301,私立薇閣高中,59,74,0,0,6,9,23,529,505,160,158
421302,臺北市幼華高中,10,19,8,11,0,6,16,312,217,132,119
421303,臺北市私立奎山實驗高級中學,10,9,0,0,4,4,3,61,43,13,14
423301,市立復興高中,71,108,3,8,6,23,70,939,1230,270,369
423302,市立中正高中,65,113,1,12,8,16,69,1280,1103,393,336
521301,私立明誠高中,38,36,2,10,7,18,19,352,337,177,151
521303,私立大榮高中,32,18,6,3,6,8,31,838,43,368,23
523301,市立鼓山高中,31,82,3,5,5,12,27,351,361,105,126
533301,市立左營高中,42,81,13,20,2,16,54,714,993,229,319
533302,市立新莊高中,33,78,4,10,2,12,45,892,756,287,259
540301,國立中山大學附屬國光高中,32,50,8,12,6,10,18,350,338,106,119
543301,市立中山高中,28,67,3,8,0,15,42,680,841,235,270
543302,市立楠梓高中,31,45,2,3,4,9,30,440,480,115,150
551301,私立立志高中,84,66,32,13,13,18,109,2294,935,1031,454
551303,南海月光實驗學校,0,33,0,0,0,1,3,0,53,0,23
553301,市立高雄中學,87,85,20,59,5,19,72,2703,112,877,36
553302,市立三民高中,31,56,0,0,4,11,36,617,638,196,197
563301,市立新興高中,36,64,1,3,2,15,19,318,362,107,112
573301,市立高雄女中,44,100,4,5,1,15,63,0,2452,0,838
580301,國立高師大附中,24,60,6,12,1,18,24,569,289,190,91
581301,私立復華高中,28,52,7,4,3,14,46,657,896,286,371
581302,天主教道明中學,72,99,3,4,6,21,44,1032,1064,455,445
583301,市立中正高中,38,108,1,4,4,14,33,591,579,197,192
593301,市立前鎮高中,43,57,8,0,5,14,45,782,868,215,279
593302,市立瑞祥高中,60,119,5,7,9,14,27,528,428,174,146
613301,市立小港高中,42,67,1,3,5,11,45,691,809,215,280
710301,國立金門高中,42,35,0,0,9,11,30,482,494,100,173
720301,國立馬祖高中,15,18,0,2,9,7,12,157,128,69,46
011405,私立樹人家商,31,98,3,3,4,18,70,920,1801,242,708
011407,私立復興商工,62,55,31,28,7,22,83,1252,2504,477,869
011408,私立南強工商,45,31,27,17,12,14,53,976,648,360,268
011413,私立穀保家商,28,69,18,3,2,14,48,935,1195,328,399
011419,私立開明工商,16,15,17,21,5,8,31,585,300,232,109
011420,私立智光商工,39,51,6,11,8,22,55,1278,671,569,287
011421,私立清傳高商,7,21,2,5,4,8,13,187,247,82,102
011426,私立能仁家商,30,52,48,41,4,14,83,1228,1715,435,624
011427,私立豫章工商,20,29,13,19,5,12,40,1046,431,437,196
011431,私立莊敬工家,86,73,17,11,45,63,107,2140,2634,520,806
011432,私立中華商海,16,5,10,0,1,2,11,138,23,60,9
013402,市立瑞芳高工,76,60,0,0,20,14,56,1078,309,315,98
013430,市立三重商工,88,95,31,28,16,22,81,1658,850,553,264
013433,市立新北高工,109,90,0,0,11,22,93,2382,555,724,186
013434,市立淡水商工,75,111,6,4,18,21,85,1442,1079,408,331
014439,市立鶯歌工商,64,94,3,2,11,14,63,877,1061,181,328
014468,市立樟樹國際實中,28,70,0,0,2,9,11,98,151,0,0
020403,國立宜蘭高商,43,82,0,0,8,13,50,821,842,220,301
020404,國立羅東高商,51,63,1,2,5,15,48,650,841,190,234
020405,國立蘇澳海事,50,41,0,0,16,15,37,596,218,196,60
020407,國立羅東高工,85,37,16,4,15,18,45,1426,105,433,39
020409,國立頭城家商,38,68,0,0,7,16,48,485,643,147,198
030403,國立北科大附屬桃園農工,99,84,17,15,23,20,83,2316,384,670,131
031414,私立成功工商,42,41,22,16,18,24,59,1202,575,428,223
031415,私立方曙商工,24,14,6,2,8,4,20,274,85,134,28
031421,私立永平工商,69,106,14,15,17,20,129,2670,2134,976,886
033407,市立中壢高商,46,107,1,6,8,14,60,761,1217,253,387
033408,市立中壢家商,17,55,0,2,6,16,29,113,831,0,315
041401,私立內思高工,44,26,9,2,4,14,31,1010,242,423,80
050401,國立大湖農工,50,33,0,0,13,12,31,636,259,198,83
050404,國立苗栗農工,78,69,0,0,18,21,54,1448,497,385,158
050407,國立苗栗高商,27,53,0,0,7,10,38,362,749,98,268
051408,私立中興商工,23,20,2,5,7,9,35,672,410,269,169
051411,私立育民工家,14,10,1,1,8,9,26,323,110,129,72
051412,私立賢德工商,3,0,0,0,2,4,5,63,8,30,4
051413,私立龍德家商,11,9,3,2,2,3,18,226,267,75,103
063401,市立豐原高商,45,106,0,0,5,19,62,627,1123,182,380
063402,市立大甲高工,77,41,0,0,12,20,48,1178,213,359,79
063404,市立東勢高工,98,58,0,0,20,17,63,1467,375,457,126
063407,市立沙鹿高工,92,66,6,8,20,17,73,1705,529,519,190
063408,市立霧峰農工,61,49,0,0,12,18,51,1212,267,418,99
070401,國立彰師附工,109,63,0,0,20,16,72,2253,291,627,105
070402,國立永靖高工,63,41,0,0,14,16,37,1019,235,303,78
070403,國立二林工商,63,65,5,0,15,11,57,1040,570,301,192
070405,國立秀水高工,70,43,74,26,11,19,60,1670,323,523,111
070406,國立彰化高商,46,118,0,0,9,16,68,637,1676,180,553
070408,國立員林農工,53,71,0,0,12,21,52,1018,628,309,221
070409,國立員林崇實高工,61,38,0,0,15,17,42,1083,253,330,95
070410,國立員林家商,30,75,0,7,6,17,48,281,1242,72,441
070415,國立北斗家商,41,70,3,13,6,13,55,462,1283,138,422
