學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
533401,市立海青工商,84,90,3,5,16,18,65,1169,1129,351,400
533402,市立三民家商,44,101,1,4,1,20,57,581,1507,119,519
551402,私立樹德家商,61,150,55,102,6,31,154,2195,4344,737,1461
553401,市立高雄高工,143,90,9,7,17,20,92,2808,439,907,156
563401,市立高雄高商,42,108,5,15,4,15,67,605,1620,202,549
581401,私立國際商工,7,7,9,3,2,4,7,139,34,70,22
581402,私立三信家商,42,92,67,87,5,21,112,1686,2187,558,816
593401,市立中正高工,109,73,1,2,10,27,76,2141,354,661,148
610405,國立高餐大附屬餐旅中學,9,26,0,0,1,0,6,54,118,0,0
611401,私立高鳳工家,12,5,5,5,0,5,14,121,67,38,20
710401,國立金門農工,59,27,13,2,19,14,40,678,425,131,133
351B09,私立南華高中進修學校,8,19,10,10,5,8,34,573,533,170,164
361B09,私立志仁中學進修學校,8,11,24,32,1,7,42,825,790,309,246
011C71,私立光華高商進修學校,4,7,8,12,3,5,16,355,268,132,109
210C01,國立成功大學附設高工進修學校,19,15,14,7,3,5,25,229,74,68,27
350C01,國立臺北商業大學附設高商進修學校,0,0,0,0,0,0,0,0,0,21,50
060F01,國立臺中啟明學校,0,0,0,0,0,0,1,8,6,6,10
070F01,國立和美實驗學校,0,0,0,0,0,0,12,163,245,66,79
543F01,市立楠梓特殊學校,0,0,0,0,0,0,3,0,35,0,0
030G92,國立桃園農工進校分校,0,0,2,0,0,0,6,145,0,0,0
031G91,私立宏德高商進修學校,0,0,10,5,0,0,3,94,0,25,0
070G92,國立二林工商進校分校,0,0,6,9,0,0,3,39,0,21,0
074G91,縣立田中高中附設進修部學校,0,0,5,3,0,0,6,130,57,0,0
111G91,私立樹德高中進修學校,0,0,13,1,0,0,3,79,0,33,0
151G91,私立正德高中進修學校,0,0,36,2,0,0,3,70,0,26,0
