學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
030302,國立龍潭高中,61,55,9,9,10,20,49,1072,533,341,184
030304,國立桃園高中,62,93,1,7,6,21,66,1298,1245,474,490
030305,國立中央大學附屬中壢高中,63,81,20,39,2,22,60,1225,1181,466,400
030306,國立武陵高中,59,89,22,51,5,20,63,1399,1125,540,363
030316,國立楊梅高中,53,61,0,0,6,18,48,1052,774,332,250
030325,國立陽明高中,48,94,1,2,5,22,60,1179,1224,394,457
030327,國立內壢高中,46,91,0,0,4,19,57,1032,1238,414,412
031301,私立漢英高中,17,8,8,5,3,8,16,233,106,93,72
031309,桃園市育達高中,80,141,10,19,9,19,149,3020,3722,981,1281
031310,私立六和高中,47,79,0,0,10,17,30,871,483,285,159
031311,桃園市復旦高中,53,97,4,4,6,16,36,869,779,239,327
031312,桃園市治平高中,121,118,68,44,8,38,143,3405,2841,1011,931
031313,桃園市振聲高中,81,101,12,12,6,23,77,1575,1963,541,651
031317,私立光啟高中,42,44,41,18,8,19,60,1666,556,570,215
031318,桃園市啟英高中,100,124,18,6,7,26,153,4002,3392,1162,1126
031319,桃園市清華高中,33,26,12,5,9,17,42,740,325,240,174
031320,桃園市新興高中,120,165,25,18,5,31,156,4050,2967,1381,1119
031323,私立至善高中,17,26,0,0,6,17,29,577,332,138,115
031324,桃園市大興高中,52,36,9,13,3,7,57,1357,599,448,257
031326,私立大華高中,19,31,2,1,5,9,6,145,120,32,47
034306,市立南崁高中,27,75,0,0,1,12,39,737,738,221,223
034312,市立大溪高中,32,51,0,0,1,12,33,675,597,256,211
034314,市立壽山高中,59,81,0,0,2,12,54,802,1295,289,414
034319,市立平鎮高中,39,77,0,0,6,10,48,936,908,332,326
034332,市立觀音高中,53,84,4,4,2,9,24,503,379,148,126
034347,市立永豐高中,42,124,3,4,0,16,32,647,597,218,217
034399,市立大園國際高中,43,51,0,0,7,5,43,578,1078,182,316
040302,國立竹東高中,37,74,14,13,6,15,48,892,891,283,311
040304,國立關西高中,26,46,5,0,7,13,27,451,505,153,162
040308,國立竹北高中,50,90,10,18,6,23,57,1066,1026,312,349
041303,私立義民高中,42,67,14,22,2,16,48,1079,1077,336,384
041305,私立忠信高中,40,57,4,4,4,5,52,1146,942,604,593
041306,私立東泰高中,41,37,11,4,7,14,53,1004,694,349,205
041307,私立仰德高中,26,34,13,14,6,14,44,995,617,290,227
044311,縣立六家高級中學,12,31,1,5,0,3,6,100,137,0,0
044320,縣立湖口高中,40,117,0,0,8,9,18,301,336,99,108
050303,國立苗栗高中,34,61,0,0,7,13,42,725,813,208,268
050310,國立竹南高中,31,72,2,1,8,18,42,789,780,250,283
050314,國立卓蘭高中,50,67,5,2,7,21,33,399,693,145,250
050315,國立苑裡高中,36,51,0,0,6,10,36,549,730,164,232
051302,私立君毅高中,42,70,6,2,14,14,49,1004,726,379,293
051305,私立大成高中,9,10,17,10,6,5,30,214,280,63,57
051306,私立建臺高中,49,67,15,12,6,11,38,813,652,416,333
051307,私立全人實驗高中,10,2,0,0,0,2,3,18,19,3,5
054308,縣立三義高中,24,43,0,0,3,5,13,179,219,0,0
054309,縣立苑裡高中,50,97,0,0,7,9,19,282,329,80,131
054317,縣立興華高中,39,83,0,0,4,10,18,295,298,91,106
054333,縣立大同高中,13,38,0,0,2,6,12,190,200,0,0
060303,國立大甲高中,48,64,2,0,9,17,42,636,900,232,312
060305,國立清水高中,42,56,0,0,3,18,42,741,879,271,292
060312,國立豐原高中,48,62,0,0,2,19,45,753,934,260,352
060322,國立興大附中,48,51,1,2,3,18,42,864,830,320,261
060323,國立中科實驗高級中學,14,19,4,7,2,10,12,196,157,79,45
061301,財團法人常春藤高中,20,26,15,5,3,7,23,512,457,194,181
061306,私立明台高中,68,98,16,18,12,20,95,1784,2295,649,816
061309,私立致用高中,84,99,15,21,8,21,92,2549,1633,832,603
061310,私立大明高中,68,82,32,29,6,26,83,1857,1757,648,579
061311,私立嘉陽高中,56,67,43,33,4,12,84,2119,1163,742,510
061313,私立明道高中,155,186,1,6,12,46,93,2338,2292,796,719
061314,私立僑泰高中,105,127,28,36,13,27,132,3346,2998,1054,1011
061315,私立華盛頓高中,35,55,0,0,9,20,21,508,462,182,168
061316,私立青年高中,70,109,52,58,7,23,98,2111,1529,608,498
061317,私立弘文高中,50,82,0,0,15,13,36,899,693,337,218
061318,私立立人高中,52,81,10,6,2,20,48,1101,1133,405,356
061319,私立玉山高中,25,37,13,26,4,17,34,622,419,341,242
061321,私立慈明高中,56,98,20,23,8,30,87,1914,1511,718,556
064308,市立后綜高中,60,98,13,6,5,12,30,470,534,140,202
064324,市立大里高中,38,74,0,0,5,10,21,342,410,131,138
064328,市立新社高中,46,74,0,0,2,14,21,362,368,123,124
064336,市立長億高中,40,76,0,0,4,13,24,441,423,157,135
064342,市立中港高中,52,84,0,0,2,14,18,314,347,126,113
070301,國立彰化女中,37,67,6,9,5,18,45,0,1767,0,612
070304,國立員林高中,55,66,3,5,8,16,51,754,1240,305,384
070307,國立彰化高中,75,71,18,10,8,19,63,2335,75,794,33
070316,國立鹿港高中,52,54,1,6,6,17,47,917,847,317,316
070319,國立溪湖高中,48,62,0,0,10,14,45,713,1002,264,337
071311,私立精誠高中,69,68,3,3,5,16,30,785,583,267,203
071317,私立文興高中,30,62,3,5,4,16,28,537,771,210,299
071318,財團法人正德高中,38,33,6,11,5,17,41,651,976,375,531
074308,縣立彰化藝術高中,37,76,0,0,3,11,27,351,484,96,151
074313,縣立二林高中,62,98,0,0,3,8,15,250,219,75,80
074323,縣立和美高中,59,109,9,11,3,12,15,255,280,0,0
074328,縣立田中高中,56,80,2,5,6,8,12,204,169,79,55
074339,縣立成功高中,44,57,0,0,4,9,13,206,190,56,77
080302,國立南投高中,63,55,4,0,12,15,45,882,694,281,275
080305,國立中興高中,39,60,6,11,4,15,42,671,665,249,250
080307,國立竹山高中,43,60,6,6,10,16,42,645,669,228,226
080308,國立暨大附中,40,57,3,8,5,15,40,527,719,165,240
081311,私立五育高中,14,19,0,4,11,9,17,246,227,117,103
081312,私立三育高中,15,10,2,5,2,7,6,84,68,28,30
081313,私立弘明實驗高中,8,10,2,3,6,15,3,49,46,14,9
081314,私立普台高中,31,41,0,0,7,14,15,321,234,86,103
084309,縣立旭光高中,53,100,0,0,3,11,21,355,387,119,129
090305,國立斗六高中,56,56,2,1,10,13,48,834,931,304,315
090306,國立北港高中,34,46,0,0,4,13,32,490,555,163,191
090315,國立虎尾高中,48,52,1,4,4,16,42,767,796,284,268
091307,私立永年高中,32,33,2,4,5,12,19,487,276,176,115
091308,私立正心高中,70,76,5,10,11,16,27,651,508,208,185
091311,私立文生高中,18,15,0,0,4,4,8,174,116,70,42
091312,私立巨人高中,7,11,0,0,2,4,15,186,408,63,132
091316,私立揚子高中,30,40,0,0,8,11,19,442,344,158,136
091318,財團法人義峰高中,20,17,11,10,4,11,28,602,484,208,194
091319,私立福智高中,4,25,0,0,4,10,12,180,255,60,69
091320,雲林縣維多利亞實驗高中,17,13,0,0,2,8,5,58,41,8,20
094301,縣立斗南高中,53,78,0,0,4,11,18,282,319,117,102
094307,縣立麥寮高中,58,82,8,1,4,12,23,319,242,97,98
094308,縣立古坑華德福實驗高級中學,10,10,0,0,0,0,3,21,12,8,5
100301,國立東石高中,62,38,9,9,13,12,38,907,438,321,139
100302,國立新港藝術高中,22,24,2,4,2,11,18,252,302,74,105
101303,私立同濟高中,12,10,12,8,5,2,8,160,96,44,24
101304,私立協同高中,52,51,0,3,8,14,21,490,461,149,153
104319,縣立竹崎高中,39,56,0,0,1,8,12,181,167,55,46
104326,縣立永慶高中,25,35,2,1,4,5,11,132,180,36,44
110302,國立新豐高中,40,49,9,13,7,13,39,564,730,216,230
110308,國立臺南大學附中,53,66,3,5,10,17,50,774,1073,253,346
110311,國立北門高中,33,39,0,0,7,12,30,486,527,173,213
110312,國立新營高中,27,60,6,8,6,13,34,395,665,152,243
110314,國立後壁高中,39,49,0,0,8,15,30,460,406,160,143
110315,國立善化高中,34,41,8,7,8,11,31,561,423,198,194
110317,國立新化高中,44,40,6,3,5,13,36,582,759,156,224
110328,國立南科國際實驗高中,37,57,10,12,4,18,15,211,178,77,53
111313,私立南光高中,29,48,0,0,3,6,22,535,482,167,177
111318,私立鳳和高中,15,12,5,4,0,5,6,123,87,50,31
111320,私立港明高中,83,41,1,4,3,11,44,1180,726,438,253
111321,臺南市興國高中,66,64,0,0,6,15,35,831,595,344,245
111322,私立明達高中,19,9,1,4,3,5,8,153,126,64,56
111323,私立黎明高中,50,35,4,4,5,14,23,555,456,220,143
111326,私立新榮高中,22,23,5,13,8,8,36,684,308,272,153
114306,市立大灣高中,50,118,14,18,3,12,18,356,370,124,121
114307,市立永仁高中,31,74,10,12,2,11,12,232,212,76,83
120303,國立鳳山高中,50,79,0,0,4,18,54,1201,872,448,294
120304,國立岡山高中,39,66,0,1,4,15,45,826,835,282,264
120311,國立旗美高中,21,48,5,6,4,14,28,324,551,134,168
120319,國立鳳新高中,49,86,25,60,6,16,57,1063,1105,366,388
121306,財團法人新光高中,4,12,8,10,7,6,21,228,173,54,43
121307,財團法人普門中學,25,29,7,12,5,10,15,265,155,83,47
121318,私立正義高中,11,26,10,2,0,8,12,250,225,125,92
121320,私立義大國際高中,13,17,16,17,5,4,6,121,115,45,30
124302,市立文山高中,43,89,1,3,3,13,24,421,418,133,150
124311,市立林園高中,72,124,0,0,5,12,18,286,314,94,96
124313,市立仁武高中,57,68,0,2,3,11,21,328,277,106,97
124322,市立路竹高中,55,101,12,13,3,11,21,296,303,113,87
124333,市立六龜高中,16,26,1,2,4,2,7,83,55,33,28
124340,市立福誠高中,49,101,10,12,8,11,21,384,359,129,129
130302,國立屏東女中,36,72,15,57,3,18,48,11,1750,5,610
130305,國立屏東高中,66,63,0,0,9,18,57,1997,50,703,24
130306,國立潮州高中,43,52,0,0,5,16,42,681,838,240,280
130322,國立屏北高中,33,43,0,0,4,11,30,316,641,125,215
131307,財團法人屏榮高中,54,61,28,47,6,7,75,1736,1438,593,578
131308,私立陸興高中,15,10,13,5,5,8,13,276,181,108,75
131311,私立美和高中,39,28,1,3,4,8,20,522,246,177,100
134304,縣立大同高中,44,88,0,0,4,8,21,239,476,69,172
134321,縣立枋寮高中,36,58,0,0,2,9,13,178,185,54,60
134324,縣立東港高中,74,115,10,11,2,11,16,301,299,87,74
134334,縣立來義高中,21,27,0,0,2,6,12,178,92,47,30
140301,國立臺東大學附屬體育高中,30,24,1,0,16,11,9,144,51,42,11
140302,國立臺東女中,26,39,0,0,3,13,27,10,922,5,326
140303,國立臺東高中,38,45,0,0,4,14,33,998,41,353,9
141301,臺東縣均一高中,8,8,0,0,7,9,1,7,9,0,0
141307,私立育仁高中,15,8,5,12,0,6,8,52,78,32,25
144322,縣立蘭嶼高中,11,14,0,0,5,4,3,34,8,10,2
150302,國立花蓮女中,36,43,12,9,3,14,33,9,1146,6,407
150303,國立花蓮高中,42,46,11,21,6,13,39,1306,38,385,13
150309,國立玉里高中,31,53,12,9,13,9,32,277,227,87,82
151306,私立海星高中,35,59,11,11,6,15,33,549,822,187,309
151307,私立四維高中,52,43,10,3,10,15,43,1122,846,406,346
151312,財團法人慈濟大學附中,31,39,7,6,8,10,15,250,269,90,97
154301,花蓮縣立體育高中,12,8,0,1,4,6,6,92,41,30,11
154399,縣立南平中學,2,9,0,0,3,7,2,0,15,0,3
160302,國立馬公高中,51,57,16,21,16,7,48,652,758,237,256
170301,國立基隆女中,34,84,4,10,2,22,51,0,1746,0,735
170302,國立基隆高中,42,60,16,39,7,15,39,1057,106,480,26
171306,私立二信高中,84,102,7,4,12,24,67,1642,1153,501,346
171308,輔大聖心高中,26,28,9,5,4,8,27,556,240,162,83
173304,市立中山高中,30,50,7,6,8,10,12,183,150,65,47
173306,市立安樂高中,30,58,3,6,2,13,12,236,159,86,42
173307,市立暖暖高中,19,47,0,0,6,6,11,254,100,86,36
173314,市立八斗高中,27,49,1,2,3,6,12,95,83,42,42
180301,國立科學工業園區實驗高中,35,81,9,17,6,28,21,358,278,119,92
180302,國立新竹女中,33,97,2,3,0,24,54,19,2117,6,723
180309,國立新竹高中,57,77,23,48,5,20,57,2201,61,736,21
181305,私立光復高中,82,128,32,35,9,27,122,2813,2246,912,894
181306,私立曙光女中,21,63,5,3,0,11,24,4,1087,0,391
181307,私立磐石高中,49,65,14,12,13,15,43,1263,685,381,185
181308,私立世界高中,22,49,6,9,7,16,41,508,677,260,259
183306,市立成德高中,28,92,0,0,0,15,27,547,422,166,132
183307,市立香山高中,36,84,16,11,2,14,24,426,422,120,148
183313,市立建功高中,25,108,0,0,3,13,21,436,426,154,135
190301,國立臺中女中,49,79,1,14,5,18,54,0,2180,0,747
190302,國立臺中一中,100,77,0,0,8,20,75,2927,82,996,27
190303,國立臺中二中,70,87,0,0,10,20,69,1678,947,650,258
190315,國立文華高中,53,91,0,0,6,23,60,781,1502,244,551
191301,私立東大附中,29,49,3,2,4,5,18,383,435,119,144
191302,私立葳格高中,54,72,7,9,10,36,44,927,995,327,411
191305,私立新民高中,106,133,39,82,16,28,128,2684,3088,758,981
191308,私立宜寧高中,34,68,17,11,6,18,54,1334,1167,470,395
191309,私立明德高中,38,123,22,17,7,17,86,908,2963,118,1357
191311,私立衛道高中,80,64,0,3,10,22,24,752,343,240,130
191313,私立曉明女中,31,69,7,14,2,16,18,0,842,0,241
191314,私立嶺東高中,67,87,21,15,8,21,83,2138,1707,710,631
193303,市立忠明高中,38,87,0,0,1,15,27,459,628,182,214
193313,市立西苑高中,64,131,0,0,1,18,27,541,557,187,199
193315,市立東山高中,72,144,0,0,7,12,30,587,613,192,212
193316,市立惠文高中,65,95,0,0,3,14,31,540,676,178,247
200302,國立嘉義女中,41,68,5,18,7,15,48,0,1812,0,661
200303,國立嘉義高中,79,75,21,37,7,21,68,2220,148,768,63
201304,私立興華高中,52,78,0,0,6,17,45,1084,990,338,364
201309,私立仁義高中,5,4,6,4,1,1,15,257,181,64,37
201310,私立嘉華高中,30,21,5,2,7,4,17,447,271,168,105
201312,私立輔仁高中,39,31,10,7,1,15,18,454,311,109,61
201313,私立宏仁女中,15,26,0,0,3,11,10,0,412,0,194
201314,私立立仁高中,9,11,0,1,3,9,9,164,201,100,153
210303,國立臺南二中,57,75,0,0,3,19,57,1905,292,722,15
210305,國立臺南一中,88,61,19,12,5,20,65,2302,85,795,32
210306,國立臺南女中,42,89,21,69,5,17,57,11,2210,1,772
210309,國立家齊高中,36,85,9,8,5,17,54,50,1904,0,670
211301,私立長榮高中,108,110,14,10,39,19,107,2729,2017,1002,630
211302,私立長榮女中,12,44,4,8,8,21,35,38,1331,0,610
211304,財團法人聖功女中,34,75,1,2,1,25,21,0,944,0,319
211310,臺南市光華高中,17,62,0,0,2,14,38,347,1339,17,577
211314,私立六信高中,15,19,24,19,4,5,29,465,343,204,156
211315,私立瀛海高中,43,39,0,0,3,13,21,643,354,199,134
211317,私立崑山高中,41,45,29,43,7,25,52,865,517,695,365
211318,私立德光高中,37,80,0,0,3,25,30,511,843,110,409
211320,財團法人慈濟高中,31,63,1,5,7,18,15,235,236,88,79
213303,市立南寧高中,28,46,0,0,2,8,12,214,210,76,69
213316,市立土城高中,19,34,0,0,1,8,9,115,174,44,59
313301,市立西松高中,49,87,0,0,9,17,33,586,529,242,152
313302,市立中崙高中,37,107,0,0,4,17,30,563,554,172,212
321301,私立祐德中學,0,0,0,0,0,0,0,0,0,169,105
321399,臺北市私立協和祐德高級中學,69,53,41,23,12,25,70,1635,541,0,0
323301,市立松山高中,57,110,7,7,5,21,63,1213,1163,389,437
323302,市立永春高中,44,80,3,7,1,20,48,804,871,297,298
330301,國立師大附中,84,147,49,79,10,40,80,2046,1050,675,336
331301,私立延平中學,63,72,0,0,7,15,31,936,550,345,175
331302,私立金甌女中,35,89,4,8,7,9,52,0,1988,0,858
331304,私立復興實驗高中,31,44,0,0,6,10,9,198,221,63,72
333301,市立和平高中,43,115,0,0,7,19,42,938,562,366,157
341301,私立中興中學,6,4,11,11,5,9,7,148,108,111,63
341302,私立大同高中,29,27,21,14,8,8,27,851,496,267,153
343301,市立中山女中,53,123,3,9,6,21,69,0,2591,0,953
343302,市立大同高中,50,125,8,18,6,21,48,924,885,294,334
343303,市立大直高中,53,98,0,0,7,19,30,550,510,209,159
351301,私立強恕中學,12,20,11,16,8,9,32,482,440,198,118
353301,市立建國中學,125,110,3,9,5,27,89,3463,0,1231,0
353302,市立成功中學,76,100,0,0,6,19,69,2685,0,962,0
353303,市立北一女中,62,126,7,16,4,21,73,0,2831,0,1016
361301,私立靜修女中,21,91,0,0,4,10,37,0,1599,0,797
363301,市立明倫高中,50,75,5,14,7,16,48,788,848,250,329
363302,市立成淵高中,50,108,0,0,5,22,36,738,570,258,191
371301,私立立人高中,8,1,5,1,1,7,3,44,20,29,19
373301,市立華江高中,45,74,3,5,5,18,48,866,925,295,335
373302,市立大理高中,44,70,0,0,9,13,27,463,499,153,162
380301,國立政大附中,31,48,5,6,6,14,18,348,302,158,65
381301,私立東山高中,66,81,0,0,5,22,39,1139,769,451,239
381302,私立滬江高中,39,55,25,13,4,19,49,1050,636,376,259
381303,私立大誠高中,16,18,10,17,0,1,19,201,164,121,127
381304,私立再興中學,41,58,0,0,12,16,18,496,396,173,123
381305,私立景文高中,59,76,14,10,8,25,57,1441,991,507,345
383301,市立景美女中,40,114,3,5,6,23,60,0,2218,0,803
383302,市立萬芳高中,52,120,3,7,7,24,33,575,624,179,237
393301,市立南港高中,45,109,0,0,4,19,30,501,533,181,175
393302,市立育成高中,55,96,0,0,13,14,60,1046,1040,315,383
401301,私立文德女中,3,33,1,6,2,10,13,0,453,0,297
401302,私立方濟中學,26,16,2,6,2,6,13,404,145,161,63
401303,私立達人女中,7,53,5,9,2,14,9,0,433,0,150
403301,市立內湖高中,52,106,0,13,5,22,63,1131,1102,361,424
403302,市立麗山高中,32,52,0,0,6,11,33,552,366,205,111
403303,市立南湖高中,41,74,2,1,8,17,48,880,846,296,310
411301,私立泰北高中,51,63,12,10,10,12,56,1154,919,478,400
411302,私立衛理女中,15,63,5,11,0,24,15,0,565,0,185
411303,私立華興中學,28,33,0,0,7,4,6,158,127,47,44
413301,市立陽明高中,46,100,4,5,3,17,39,675,692,243,259
413302,市立百齡高中,50,121,3,8,7,21,24,431,454,128,148
421301,私立薇閣高中,54,72,0,0,8,9,21,491,497,181,167
421302,私立十信高中,10,28,10,7,0,6,22,436,404,190,224
421303,臺北市私立奎山實驗高級中學,8,9,0,0,2,4,1,15,15,0,0
423301,市立復興高中,68,115,2,7,5,20,72,1147,1296,315,432
423302,市立中正高中,73,108,0,0,10,15,69,1224,1104,407,389
521301,私立明誠高中,38,42,4,8,7,19,19,425,359,230,171
521303,私立大榮高中,36,17,20,16,9,8,39,1037,85,255,49
523301,市立鼓山高中,38,79,0,0,6,11,27,421,383,121,128
533301,市立左營高中,39,85,8,19,2,15,54,873,1011,270,323
533302,市立新莊高中,29,81,6,5,2,13,45,841,847,298,290
540301,國立中山大學附屬國光高中,33,49,12,5,7,10,18,323,354,102,131
543301,市立中山高中,29,69,3,4,2,13,42,742,843,257,278
543302,市立楠梓高中,30,48,0,2,3,7,30,503,549,136,198
551301,私立立志高中,136,87,50,32,11,23,135,3579,1616,1494,685
553301,市立高雄中學,93,78,20,61,5,17,72,2744,96,893,30
553302,市立三民高中,29,58,1,1,2,11,36,675,649,197,242
563301,市立新興高中,38,74,1,2,3,13,18,296,362,109,130
573301,市立高雄女中,50,101,1,3,4,15,63,0,2544,0,852
580301,國立高師大附中,25,59,2,3,2,16,24,509,313,140,137
581301,私立復華高中,39,52,3,4,4,12,48,797,1062,307,379
581302,天主教道明中學,82,106,2,7,6,25,47,1199,1158,464,419
583301,市立中正高中,43,116,2,8,7,10,33,606,598,213,208
593301,市立前鎮高中,48,61,3,4,4,13,45,782,889,278,288
593302,市立瑞祥高中,59,138,3,6,7,15,27,506,421,179,163
613301,市立小港高中,42,67,5,8,5,10,45,799,856,275,294
710301,國立金門高中,46,31,0,0,8,10,30,458,530,124,134
720301,國立馬祖高中,21,13,0,3,7,9,12,208,127,66,63
011405,私立樹人家商,31,103,12,17,4,20,73,782,2379,173,896
011407,私立復興商工,70,54,34,29,8,25,94,1689,2853,575,959
011408,私立南強工商,45,40,29,22,10,12,55,1203,848,307,198
011413,私立穀保家商,38,77,40,27,4,17,71,1325,1468,487,508
011419,私立開明工商,36,48,36,25,6,14,62,1298,704,605,387
011420,私立智光商工,47,65,19,23,7,25,73,1945,982,709,352
011421,私立清傳高商,6,24,2,3,5,7,12,210,279,108,201
011426,私立能仁家商,44,82,51,53,5,20,101,1557,2284,370,637
011427,私立豫章工商,33,38,40,28,5,18,58,1534,654,533,291
011431,私立莊敬工家,97,93,10,21,32,48,109,2171,2558,532,614
011432,私立中華商海,16,3,5,2,1,2,11,261,39,68,20
013402,市立瑞芳高工,74,63,36,27,19,13,61,1306,317,400,139
013430,市立三重商工,85,87,71,56,15,26,87,1902,953,524,344
013433,市立新北高工,106,82,57,25,15,20,89,2519,593,754,182
013434,市立淡水商工,76,114,2,1,14,21,90,1739,1239,475,442
014439,市立鶯歌工商,61,90,20,10,9,15,63,929,1213,326,440
020403,國立宜蘭高商,43,82,8,11,10,17,51,906,967,276,348
020404,國立羅東高商,52,61,21,14,4,18,52,772,903,199,343
020405,國立蘇澳海事,54,43,8,10,15,15,41,824,269,282,118
020407,國立羅東高工,85,39,23,11,14,20,45,1546,126,492,40
020409,國立頭城家商,45,68,27,35,6,17,54,668,795,207,307
030403,國立北科大附屬桃園農工,102,78,55,17,22,21,84,2408,428,724,145
030407,國立中壢高商,38,114,7,2,6,19,60,871,1257,283,460
030408,國立中壢家商,17,55,5,20,3,17,31,0,1054,0,406
031414,私立成功工商,55,42,15,14,11,29,57,1701,849,588,330
031415,私立方曙商工,22,19,0,2,6,5,21,397,105,159,63
031421,私立永平工商,73,123,20,23,17,22,129,3550,2877,1145,872
041401,私立內思高工,44,27,16,6,5,13,36,1259,256,419,87
050401,國立大湖農工,54,30,0,0,14,11,30,714,297,222,133
050404,國立苗栗農工,82,67,0,0,19,20,54,1440,577,402,212
050407,國立苗栗高商,30,50,5,7,8,11,39,380,856,122,305
051408,私立中興商工,33,35,15,24,6,11,46,994,626,321,268
051411,私立育民工家,18,13,13,9,10,10,40,522,241,179,113
051412,私立賢德工商,4,1,3,4,3,2,9,127,17,53,12
051413,私立龍德家商,20,16,0,0,6,6,31,342,347,217,162
060401,國立豐原高商,46,106,11,19,6,20,65,657,1313,238,460
060402,國立大甲高工,77,43,22,10,14,19,48,1161,254,415,85
060404,國立東勢高工,101,58,15,9,19,19,63,1659,449,548,153
060407,國立沙鹿高工,92,65,42,8,18,17,71,1761,594,548,174
060408,國立霧峰農工,65,47,28,11,11,19,50,1328,317,446,117
070401,國立彰師附工,102,69,29,14,21,17,72,2226,353,688,127
070402,國立永靖高工,65,39,13,7,14,14,37,1152,238,364,101
070403,國立二林工商,61,66,26,16,11,15,56,1091,561,296,203
070405,國立秀水高工,73,48,82,27,11,18,61,1748,357,623,119
070406,國立彰化高商,53,111,7,18,8,17,72,722,1822,250,591
070408,國立員林農工,54,72,16,22,14,18,55,1139,689,357,300
070409,國立員林崇實高工,59,37,10,7,12,16,44,1139,302,398,89
070410,國立員林家商,23,81,10,42,6,19,52,237,1530,88,523
070415,國立北斗家商,38,71,15,35,4,14,56,493,1391,132,460
071413,私立大慶商工,36,43,23,14,16,36,77,1682,992,712,425
071414,私立達德商工,86,108,33,28,13,25,137,3612,2671,1265,932
080401,國立仁愛高農,23,28,0,0,10,10,18,323,196,84,83
080403,國立埔里高工,67,34,7,7,13,17,40,953,285,272,120
080404,國立南投高商,31,71,14,16,4,16,44,537,770,158,245
080406,國立草屯商工,61,74,16,15,13,18,56,875,852,321,298
