縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
01,新北市,011317,私立醒吾高中,18 ,18 ,8 ,18 ,6 ,15 ,29 ,337 ,362 ,143 ,177 
01,新北市,011318,私立徐匯高中,12 ,24 ,0 ,0 ,3 ,7 ,7 ,283 ,0 ,94 ,0 
01,新北市,011322,新北市崇光高中,14 ,61 ,0 ,0 ,2 ,14 ,12 ,2 ,478 ,0 ,190 
01,新北市,011323,私立光仁高中,33 ,54 ,5 ,11 ,8 ,14 ,17 ,353 ,303 ,109 ,107 
01,新北市,011324,私立竹林高中,59 ,65 ,3 ,9 ,4 ,17 ,31 ,580 ,463 ,176 ,140 
01,新北市,011325,私立及人高中,9 ,14 ,5 ,2 ,2 ,7 ,4 ,83 ,48 ,59 ,34 
01,新北市,011329,財團法人辭修高中,20 ,45 ,2 ,2 ,18 ,25 ,12 ,283 ,210 ,92 ,61 
01,新北市,011330,新北市林口康橋國際高中,34 ,36 ,0 ,0 ,22 ,36 ,15 ,211 ,227 ,0 ,0 
01,新北市,011399,私立時雨高中,48 ,33 ,0 ,0 ,9 ,15 ,15 ,411 ,245 ,99 ,72 
01,新北市,013303,市立泰山高中,84 ,80 ,0 ,0 ,16 ,18 ,70 ,"1,553 ",582 ,343 ,156 
01,新北市,013304,市立板橋高中,50 ,91 ,15 ,20 ,1 ,20 ,60 ,"1,158 ","1,109 ",360 ,371 
01,新北市,013335,市立新店高中,35 ,87 ,5 ,15 ,2 ,17 ,51 ,913 ,911 ,268 ,307 
01,新北市,013336,市立中和高中,42 ,84 ,0 ,0 ,5 ,15 ,54 ,"1,116 ",863 ,295 ,283 
01,新北市,013337,市立新莊高中,54 ,81 ,7 ,13 ,4 ,14 ,57 ,"1,053 ","1,031 ",338 ,345 
01,新北市,013338,市立新北高中,44 ,69 ,0 ,0 ,7 ,13 ,51 ,914 ,915 ,283 ,286 
01,新北市,013339,市立林口高中,46 ,60 ,0 ,0 ,3 ,15 ,45 ,766 ,783 ,177 ,277 
01,新北市,014302,市立海山高中,82 ,194 ,0 ,0 ,4 ,20 ,33 ,635 ,550 ,218 ,174 
01,新北市,014311,市立三重高中,49 ,109 ,6 ,4 ,4 ,11 ,42 ,659 ,728 ,213 ,248 
01,新北市,014315,市立永平高中,44 ,109 ,4 ,2 ,5 ,13 ,36 ,606 ,658 ,133 ,215 
01,新北市,014322,市立樹林高中,62 ,159 ,0 ,0 ,5 ,14 ,49 ,637 ,779 ,152 ,259 
01,新北市,014326,市立明德高中,61 ,97 ,4 ,2 ,7 ,16 ,36 ,576 ,565 ,144 ,156 
01,新北市,014332,市立秀峰高中,58 ,113 ,6 ,8 ,8 ,14 ,33 ,475 ,491 ,117 ,157 
01,新北市,014338,市立金山高中,34 ,62 ,0 ,0 ,3 ,11 ,18 ,205 ,234 ,68 ,76 
01,新北市,014343,市立安康高中,50 ,102 ,0 ,0 ,5 ,14 ,33 ,474 ,541 ,132 ,170 
01,新北市,014347,市立雙溪高中,25 ,43 ,0 ,0 ,3 ,10 ,15 ,164 ,126 ,25 ,45 
01,新北市,014348,市立石碇高中,29 ,45 ,0 ,0 ,5 ,6 ,18 ,224 ,220 ,81 ,79 
01,新北市,014353,市立丹鳳高中,74 ,152 ,0 ,0 ,6 ,13 ,30 ,508 ,552 ,156 ,159 
01,新北市,014356,市立清水高中,71 ,150 ,0 ,0 ,2 ,17 ,44 ,649 ,726 ,203 ,208 
01,新北市,014357,市立三民高中,64 ,146 ,17 ,24 ,2 ,19 ,46 ,717 ,754 ,226 ,243 
01,新北市,014362,市立錦和高中,50 ,131 ,6 ,14 ,4 ,12 ,33 ,566 ,509 ,146 ,184 
01,新北市,014363,市立光復高中,34 ,91 ,6 ,4 ,1 ,12 ,21 ,308 ,379 ,102 ,110 
01,新北市,014364,市立竹圍高中,44 ,66 ,0 ,0 ,2 ,10 ,22 ,442 ,336 ,116 ,109 
01,新北市,014381,市立北大高級中學,25 ,49 ,0 ,0 ,1 ,8 ,18 ,345 ,344 ,115 ,116 
01,新北市,014399,市立豐珠中學,3 ,10 ,0 ,0 ,3 ,4 ,1 ,0 ,1 ,0 ,0 
02,宜蘭縣,020301,國立蘭陽女中,39 ,59 ,0 ,0 ,2 ,16 ,42 ,0 ,"1,335 ",0 ,485 
02,宜蘭縣,020302,國立宜蘭高中,62 ,46 ,2 ,0 ,7 ,14 ,43 ,"1,299 ",163 ,473 ,56 
02,宜蘭縣,020308,國立羅東高中,39 ,60 ,0 ,0 ,7 ,12 ,42 ,672 ,710 ,226 ,255 
02,宜蘭縣,021301,私立慧燈高中,48 ,43 ,0 ,0 ,13 ,15 ,19 ,515 ,285 ,168 ,86 
02,宜蘭縣,021310,私立中道高中,20 ,12 ,0 ,0 ,7 ,6 ,8 ,174 ,107 ,58 ,20 
02,宜蘭縣,024322,縣立南澳高中,27 ,28 ,0 ,0 ,2 ,7 ,9 ,112 ,63 ,34 ,25 
02,宜蘭縣,024325,縣立慈心華德福實中,14 ,21 ,0 ,0 ,6 ,10 ,4 ,62 ,50 ,8 ,24 
03,桃園市,030305,國立中央大學附屬中壢高中,63 ,81 ,19 ,32 ,3 ,21 ,60 ,"1,136 ","1,072 ",414 ,353 
03,桃園市,031301,私立漢英高中,2 ,1 ,1 ,5 ,2 ,3 ,2 ,8 ,1 ,10 ,10 
03,桃園市,031309,桃園市育達高中,64 ,109 ,11 ,21 ,9 ,16 ,144 ,"2,175 ","2,807 ",734 ,"1,026 "
03,桃園市,031310,私立六和高中,48 ,81 ,0 ,0 ,8 ,15 ,30 ,713 ,480 ,202 ,110 
03,桃園市,031311,桃園市復旦高中,53 ,99 ,0 ,0 ,6 ,17 ,36 ,938 ,759 ,288 ,251 
03,桃園市,031312,桃園市治平高中,86 ,96 ,67 ,34 ,7 ,30 ,132 ,"2,799 ","2,169 ",802 ,721 
03,桃園市,031313,桃園市振聲高中,63 ,97 ,20 ,18 ,4 ,23 ,70 ,"1,264 ","1,844 ",428 ,642 
03,桃園市,031317,私立光啟高中,19 ,25 ,3 ,0 ,2 ,8 ,28 ,732 ,216 ,317 ,91 
03,桃園市,031318,桃園市啟英高中,86 ,117 ,42 ,23 ,6 ,17 ,149 ,"2,948 ","2,546 ",956 ,"1,017 "
03,桃園市,031319,桃園市清華高中,14 ,5 ,7 ,3 ,1 ,5 ,22 ,276 ,98 ,108 ,36 
03,桃園市,031320,桃園市新興高中,105 ,146 ,11 ,5 ,5 ,21 ,122 ,"3,244 ","2,268 ","1,181 ",836 
03,桃園市,031323,私立至善高中,10 ,9 ,0 ,0 ,6 ,8 ,25 ,231 ,124 ,66 ,45 
03,桃園市,031324,桃園市大興高中,52 ,38 ,5 ,3 ,3 ,8 ,52 ,"1,261 ",529 ,383 ,140 
03,桃園市,031326,私立大華高中,16 ,34 ,0 ,0 ,5 ,14 ,6 ,128 ,140 ,50 ,33 
03,桃園市,033302,市立龍潭高中,54 ,67 ,0 ,0 ,10 ,17 ,45 ,874 ,468 ,233 ,159 
03,桃園市,033304,市立桃園高中,63 ,103 ,1 ,5 ,4 ,22 ,66 ,"1,192 ","1,175 ",431 ,399 
03,桃園市,033306,市立武陵高中,63 ,81 ,0 ,0 ,6 ,19 ,63 ,"1,299 ","1,027 ",451 ,343 
03,桃園市,033316,市立楊梅高中,58 ,67 ,3 ,4 ,5 ,19 ,50 ,977 ,677 ,217 ,194 
03,桃園市,033325,市立陽明高中,53 ,96 ,1 ,5 ,4 ,22 ,60 ,"1,049 ","1,123 ",305 ,358 
03,桃園市,033327,市立內壢高中,53 ,93 ,0 ,0 ,5 ,18 ,57 ,"1,030 ","1,060 ",342 ,347 
03,桃園市,034306,市立南崁高中,27 ,74 ,0 ,0 ,3 ,15 ,42 ,692 ,744 ,199 ,267 
03,桃園市,034312,市立大溪高中,30 ,53 ,6 ,4 ,3 ,12 ,33 ,549 ,514 ,147 ,151 
03,桃園市,034314,市立壽山高中,64 ,77 ,0 ,0 ,5 ,17 ,54 ,790 ,"1,089 ",207 ,322 
03,桃園市,034319,市立平鎮高中,48 ,75 ,0 ,0 ,3 ,16 ,48 ,854 ,802 ,257 ,278 
03,桃園市,034332,市立觀音高中,51 ,89 ,0 ,0 ,10 ,13 ,27 ,446 ,397 ,117 ,116 
03,桃園市,034335,市立新屋高級中等學校,45 ,84 ,6 ,11 ,6 ,11 ,21 ,287 ,164 ,110 ,68 
03,桃園市,034347,市立永豐高中,61 ,131 ,0 ,0 ,3 ,18 ,39 ,695 ,614 ,189 ,224 
03,桃園市,034399,市立大園國際高中,49 ,66 ,0 ,0 ,4 ,16 ,45 ,653 ,878 ,180 ,302 
04,新竹縣,040302,國立竹東高中,37 ,72 ,4 ,5 ,9 ,12 ,48 ,814 ,752 ,240 ,255 
04,新竹縣,040304,國立關西高中,25 ,46 ,3 ,1 ,10 ,11 ,27 ,432 ,456 ,153 ,141 
04,新竹縣,040308,國立竹北高中,41 ,96 ,11 ,19 ,7 ,22 ,57 ,"1,060 ",834 ,369 ,269 
04,新竹縣,041303,私立義民高中,40 ,63 ,16 ,18 ,2 ,16 ,42 ,986 ,958 ,354 ,296 
04,新竹縣,041305,私立忠信高中,19 ,24 ,5 ,10 ,0 ,2 ,19 ,298 ,235 ,147 ,93 
04,新竹縣,041306,私立東泰高中,28 ,31 ,15 ,7 ,7 ,12 ,59 ,956 ,529 ,246 ,162 
04,新竹縣,041307,私立仰德高中,23 ,35 ,8 ,6 ,3 ,14 ,40 ,696 ,532 ,178 ,170 
04,新竹縣,044311,縣立六家高級中學,29 ,67 ,0 ,0 ,0 ,10 ,21 ,428 ,411 ,119 ,122 
04,新竹縣,044320,縣立湖口高中,40 ,113 ,0 ,0 ,6 ,11 ,18 ,320 ,291 ,73 ,101 
05,苗栗縣,050303,國立苗栗高中,34 ,62 ,2 ,5 ,7 ,13 ,42 ,643 ,709 ,232 ,245 
05,苗栗縣,050310,國立竹南高中,34 ,71 ,0 ,0 ,5 ,21 ,42 ,785 ,692 ,225 ,253 
05,苗栗縣,050314,國立卓蘭高中,41 ,65 ,0 ,0 ,7 ,18 ,33 ,318 ,583 ,87 ,190 
05,苗栗縣,050315,國立苑裡高中,38 ,48 ,6 ,6 ,5 ,13 ,36 ,481 ,663 ,149 ,249 
05,苗栗縣,051302,私立君毅高中,44 ,60 ,3 ,3 ,11 ,9 ,41 ,858 ,569 ,282 ,237 
05,苗栗縣,051305,私立大成高中,12 ,12 ,7 ,5 ,3 ,3 ,29 ,160 ,238 ,75 ,71 
05,苗栗縣,051306,私立建臺高中,33 ,51 ,6 ,10 ,4 ,11 ,24 ,536 ,417 ,187 ,156 
05,苗栗縣,051307,私立全人實驗高中,6 ,3 ,5 ,2 ,0 ,2 ,3 ,25 ,9 ,3 ,1 
05,苗栗縣,054308,縣立三義高中,21 ,46 ,0 ,0 ,2 ,7 ,12 ,184 ,187 ,42 ,63 
05,苗栗縣,054309,縣立苑裡高中,45 ,88 ,0 ,0 ,9 ,10 ,21 ,267 ,305 ,72 ,112 
05,苗栗縣,054317,縣立興華高中,38 ,67 ,0 ,0 ,4 ,12 ,19 ,284 ,273 ,76 ,93 
05,苗栗縣,054333,縣立大同高中,18 ,38 ,0 ,0 ,4 ,6 ,14 ,201 ,211 ,47 ,63 
06,臺中市,060322,國立興大附中,56 ,45 ,1 ,13 ,4 ,17 ,42 ,854 ,699 ,287 ,263 
06,臺中市,060323,國立中科實驗高級中學,26 ,34 ,0 ,0 ,3 ,11 ,15 ,218 ,188 ,72 ,49 
06,臺中市,061301,財團法人常春藤高中,16 ,19 ,17 ,6 ,8 ,14 ,18 ,276 ,250 ,80 ,98 
06,臺中市,061306,私立明台高中,36 ,67 ,10 ,14 ,11 ,14 ,56 ,687 ,"1,140 ",298 ,448 
06,臺中市,061309,私立致用高中,39 ,59 ,29 ,7 ,4 ,19 ,64 ,"1,338 ",824 ,489 ,306 
06,臺中市,061310,私立大明高中,46 ,65 ,13 ,9 ,7 ,17 ,45 ,872 ,768 ,363 ,356 
06,臺中市,061311,私立嘉陽高中,15 ,18 ,1 ,1 ,3 ,2 ,43 ,808 ,577 ,353 ,227 
06,臺中市,061313,私立明道高中,143 ,203 ,7 ,6 ,11 ,45 ,93 ,"2,141 ","2,219 ",748 ,723 
06,臺中市,061314,私立僑泰高中,106 ,132 ,7 ,15 ,11 ,32 ,125 ,"2,823 ","2,428 ",923 ,899 
06,臺中市,061315,私立華盛頓高中,41 ,57 ,6 ,2 ,0 ,18 ,24 ,577 ,471 ,161 ,155 
06,臺中市,061316,私立青年高中,48 ,69 ,48 ,58 ,4 ,19 ,71 ,"1,347 ",804 ,525 ,326 
06,臺中市,061317,私立弘文高中,62 ,75 ,8 ,3 ,13 ,20 ,35 ,799 ,708 ,206 ,205 
06,臺中市,061318,私立立人高中,45 ,79 ,7 ,7 ,5 ,23 ,48 ,"1,065 ","1,164 ",322 ,407 
06,臺中市,061319,私立玉山高中,9 ,7 ,3 ,3 ,3 ,8 ,19 ,211 ,132 ,76 ,35 
06,臺中市,061321,私立慈明高中,40 ,53 ,0 ,0 ,10 ,26 ,53 ,881 ,918 ,249 ,339 
06,臺中市,061322,華德福大地實驗學校,4 ,10 ,0 ,0 ,0 ,3 ,3 ,12 ,7 ,7 ,3 
06,臺中市,063303,市立大甲高中,46 ,71 ,0 ,0 ,13 ,13 ,42 ,632 ,771 ,218 ,258 
06,臺中市,063305,市立清水高中,41 ,59 ,0 ,0 ,3 ,17 ,42 ,682 ,774 ,196 ,306 
06,臺中市,063312,市立豐原高中,45 ,62 ,2 ,2 ,6 ,15 ,45 ,686 ,855 ,242 ,303 
06,臺中市,064308,市立后綜高中,56 ,104 ,0 ,0 ,9 ,15 ,30 ,384 ,508 ,146 ,170 
06,臺中市,064324,市立大里高中,41 ,68 ,0 ,0 ,9 ,13 ,23 ,372 ,381 ,114 ,129 
06,臺中市,064328,市立新社高中,46 ,82 ,0 ,0 ,4 ,14 ,27 ,405 ,438 ,143 ,132 
06,臺中市,064336,市立長億高中,44 ,79 ,0 ,0 ,3 ,13 ,24 ,402 ,384 ,135 ,131 
06,臺中市,064342,市立中港高中,52 ,84 ,0 ,0 ,4 ,14 ,21 ,339 ,362 ,116 ,149 
06,臺中市,064350,市立龍津高中,39 ,71 ,0 ,0 ,7 ,6 ,18 ,221 ,267 ,54 ,90 
07,彰化縣,070301,國立彰化女中,36 ,60 ,4 ,9 ,4 ,19 ,45 ,0 ,"1,649 ",0 ,594 
07,彰化縣,070304,國立員林高中,55 ,63 ,4 ,4 ,9 ,14 ,51 ,745 ,"1,100 ",278 ,403 
07,彰化縣,070307,國立彰化高中,77 ,69 ,14 ,9 ,8 ,19 ,63 ,"2,220 ",75 ,771 ,25 
07,彰化縣,070316,國立鹿港高中,46 ,59 ,2 ,2 ,9 ,15 ,46 ,812 ,704 ,248 ,269 
07,彰化縣,070319,國立溪湖高中,48 ,61 ,6 ,8 ,9 ,15 ,45 ,685 ,913 ,238 ,332 
07,彰化縣,071311,私立精誠高中,66 ,74 ,1 ,3 ,5 ,13 ,30 ,789 ,619 ,255 ,213 
07,彰化縣,071317,私立文興高中,33 ,53 ,7 ,5 ,3 ,16 ,19 ,367 ,451 ,136 ,144 
07,彰化縣,071318,財團法人正德高中,18 ,18 ,4 ,12 ,5 ,10 ,25 ,411 ,472 ,68 ,75 
07,彰化縣,074308,縣立彰化藝術高中,39 ,78 ,0 ,0 ,7 ,11 ,27 ,341 ,412 ,100 ,155 
07,彰化縣,074313,縣立二林高中,53 ,77 ,0 ,0 ,6 ,7 ,15 ,205 ,188 ,69 ,71 
07,彰化縣,074323,縣立和美高中,52 ,94 ,1 ,3 ,3 ,12 ,21 ,282 ,337 ,100 ,132 
07,彰化縣,074328,縣立田中高中,47 ,67 ,0 ,0 ,8 ,8 ,13 ,170 ,165 ,68 ,61 
07,彰化縣,074339,縣立成功高中,51 ,66 ,0 ,0 ,3 ,12 ,16 ,197 ,199 ,72 ,51 
08,南投縣,080302,國立南投高中,63 ,53 ,2 ,1 ,14 ,15 ,45 ,751 ,621 ,252 ,210 
08,南投縣,080305,國立中興高中,45 ,54 ,4 ,3 ,2 ,18 ,40 ,633 ,610 ,189 ,250 
08,南投縣,080307,國立竹山高中,45 ,62 ,0 ,0 ,14 ,14 ,42 ,583 ,542 ,152 ,174 
08,南投縣,080308,國立暨大附中,40 ,59 ,4 ,1 ,4 ,16 ,39 ,463 ,620 ,119 ,192 
08,南投縣,081311,私立五育高中,11 ,13 ,3 ,7 ,6 ,9 ,14 ,199 ,252 ,68 ,83 
08,南投縣,081312,私立三育高中,9 ,4 ,2 ,2 ,3 ,6 ,3 ,51 ,30 ,6 ,12 
08,南投縣,081313,私立弘明實驗高中,10 ,11 ,9 ,4 ,9 ,13 ,3 ,51 ,47 ,14 ,15 
08,南投縣,081314,私立普台高中,26 ,31 ,0 ,0 ,9 ,10 ,15 ,271 ,217 ,103 ,79 
08,南投縣,084309,縣立旭光高中,60 ,101 ,0 ,0 ,4 ,12 ,21 ,318 ,344 ,87 ,133 
09,雲林縣,090305,國立斗六高中,59 ,54 ,0 ,0 ,9 ,15 ,48 ,757 ,803 ,224 ,301 
09,雲林縣,090306,國立北港高中,26 ,53 ,1 ,0 ,3 ,15 ,32 ,378 ,431 ,125 ,156 
09,雲林縣,090315,國立虎尾高中,40 ,48 ,0 ,0 ,4 ,17 ,42 ,660 ,728 ,228 ,264 
09,雲林縣,091307,私立永年高中,15 ,21 ,12 ,6 ,4 ,12 ,8 ,171 ,101 ,91 ,44 
09,雲林縣,091308,私立正心高中,61 ,65 ,0 ,3 ,10 ,10 ,26 ,606 ,523 ,207 ,185 
09,雲林縣,091311,私立文生高中,15 ,14 ,0 ,0 ,4 ,5 ,9 ,150 ,119 ,35 ,31 
09,雲林縣,091312,私立巨人高中,5 ,11 ,0 ,0 ,2 ,5 ,15 ,172 ,404 ,47 ,124 
09,雲林縣,091316,私立揚子高中,27 ,33 ,0 ,0 ,3 ,6 ,18 ,388 ,255 ,126 ,91 
09,雲林縣,091318,財團法人義峰高中,17 ,16 ,8 ,16 ,3 ,10 ,29 ,469 ,370 ,183 ,128 
09,雲林縣,091319,福智高中,7 ,35 ,0 ,0 ,3 ,3 ,10 ,146 ,157 ,47 ,73 
09,雲林縣,091320,雲林縣維多利亞實驗高中,18 ,14 ,0 ,0 ,2 ,8 ,6 ,60 ,56 ,17 ,11 
09,雲林縣,094301,縣立斗南高中,37 ,72 ,0 ,0 ,7 ,14 ,18 ,282 ,254 ,86 ,97 
09,雲林縣,094307,縣立麥寮高中,51 ,67 ,0 ,0 ,5 ,14 ,15 ,250 ,211 ,76 ,54 
09,雲林縣,094308,縣立古坑華德福實驗高級中學,13 ,13 ,3 ,5 ,1 ,0 ,3 ,17 ,19 ,3 ,3 
09,雲林縣,094326,縣立蔦松藝術高中,18 ,29 ,0 ,0 ,4 ,6 ,6 ,46 ,62 ,18 ,18 
10,嘉義縣,100301,國立東石高中,63 ,37 ,1 ,1 ,13 ,12 ,38 ,828 ,364 ,266 ,140 
10,嘉義縣,100302,國立新港藝術高中,20 ,21 ,3 ,3 ,4 ,9 ,15 ,137 ,174 ,42 ,59 
10,嘉義縣,101303,私立同濟高中,9 ,7 ,0 ,0 ,4 ,3 ,6 ,82 ,56 ,47 ,46 
10,嘉義縣,101304,私立協同高中,50 ,52 ,0 ,0 ,14 ,13 ,23 ,527 ,454 ,155 ,184 
10,嘉義縣,104319,縣立竹崎高中,46 ,61 ,0 ,0 ,1 ,10 ,20 ,239 ,254 ,77 ,71 
10,嘉義縣,104326,縣立永慶高中,38 ,33 ,1 ,0 ,2 ,6 ,16 ,215 ,222 ,43 ,71 
11,臺南市,110302,國立新豐高中,39 ,51 ,3 ,7 ,5 ,16 ,36 ,507 ,534 ,177 ,187 
11,臺南市,110308,國立臺南大學附中,49 ,70 ,12 ,5 ,13 ,14 ,48 ,741 ,779 ,238 ,301 
11,臺南市,110311,國立北門高中,30 ,43 ,4 ,3 ,6 ,9 ,30 ,484 ,468 ,128 ,160 
11,臺南市,110312,國立新營高中,34 ,55 ,3 ,2 ,7 ,13 ,33 ,387 ,611 ,134 ,213 
11,臺南市,110314,國立後壁高中,34 ,50 ,6 ,3 ,10 ,13 ,30 ,335 ,310 ,103 ,103 
11,臺南市,110315,國立善化高中,29 ,45 ,0 ,0 ,9 ,10 ,30 ,490 ,411 ,144 ,115 
11,臺南市,110317,國立新化高中,37 ,48 ,1 ,1 ,4 ,14 ,36 ,520 ,679 ,148 ,237 
11,臺南市,110328,國立南科國際實驗高中,34 ,58 ,0 ,6 ,6 ,16 ,15 ,232 ,166 ,56 ,62 
11,臺南市,111313,私立南光高中,35 ,42 ,8 ,7 ,5 ,6 ,23 ,518 ,438 ,183 ,149 
11,臺南市,111318,私立鳳和高中,2 ,0 ,0 ,0 ,0 ,0 ,1 ,13 ,20 ,19 ,12 
11,臺南市,111320,私立港明高中,75 ,46 ,5 ,11 ,2 ,12 ,37 ,928 ,666 ,337 ,205 
11,臺南市,111321,臺南市興國高中,34 ,45 ,0 ,0 ,2 ,9 ,20 ,441 ,376 ,159 ,128 
11,臺南市,111322,私立明達高中,18 ,8 ,3 ,3 ,2 ,6 ,8 ,147 ,124 ,45 ,44 
11,臺南市,111323,私立黎明高中,42 ,36 ,11 ,8 ,3 ,9 ,21 ,506 ,394 ,148 ,140 
11,臺南市,111326,私立新榮高中,9 ,7 ,0 ,0 ,6 ,3 ,13 ,106 ,48 ,58 ,27 
11,臺南市,114306,市立大灣高中,45 ,119 ,10 ,13 ,3 ,11 ,18 ,388 ,287 ,125 ,114 
11,臺南市,114307,市立永仁高中,30 ,72 ,0 ,0 ,3 ,10 ,12 ,167 ,221 ,58 ,63 
12,高雄市,120303,國立鳳山高中,51 ,77 ,4 ,6 ,3 ,18 ,54 ,"1,141 ",799 ,390 ,292 
12,高雄市,120304,國立岡山高中,38 ,66 ,0 ,0 ,4 ,15 ,45 ,731 ,704 ,238 ,256 
12,高雄市,120311,國立旗美高中,22 ,45 ,1 ,2 ,7 ,9 ,26 ,268 ,386 ,103 ,149 
12,高雄市,120319,國立鳳新高中,55 ,83 ,17 ,55 ,5 ,17 ,57 ,983 ,996 ,331 ,325 
12,高雄市,121306,財團法人新光高中,4 ,3 ,0 ,0 ,1 ,4 ,13 ,168 ,141 ,35 ,31 
12,高雄市,121307,財團法人普門中學,17 ,26 ,12 ,7 ,3 ,10 ,15 ,201 ,144 ,73 ,39 
12,高雄市,121318,私立正義高中,8 ,23 ,10 ,8 ,0 ,7 ,10 ,182 ,160 ,50 ,38 
12,高雄市,121320,私立義大國際高中,15 ,21 ,0 ,0 ,4 ,5 ,6 ,128 ,102 ,48 ,38 
12,高雄市,124302,市立文山高中,39 ,88 ,1 ,2 ,5 ,12 ,24 ,347 ,378 ,109 ,130 
12,高雄市,124311,市立林園高中,59 ,107 ,0 ,0 ,5 ,17 ,18 ,269 ,279 ,78 ,101 
12,高雄市,124313,市立仁武高中,54 ,64 ,0 ,0 ,6 ,10 ,21 ,291 ,240 ,80 ,76 
12,高雄市,124322,市立路竹高中,52 ,94 ,9 ,10 ,5 ,14 ,21 ,309 ,260 ,91 ,65 
12,高雄市,124333,市立六龜高中,22 ,25 ,0 ,0 ,2 ,5 ,6 ,42 ,32 ,10 ,21 
12,高雄市,124340,市立福誠高中,51 ,101 ,6 ,12 ,5 ,11 ,21 ,358 ,331 ,115 ,118 
13,屏東縣,130302,國立屏東女中,37 ,66 ,0 ,0 ,6 ,16 ,48 ,6 ,"1,553 ",4 ,541 
13,屏東縣,130305,國立屏東高中,64 ,66 ,0 ,0 ,13 ,16 ,57 ,"1,760 ",56 ,567 ,16 
13,屏東縣,130306,國立潮州高中,39 ,57 ,0 ,0 ,8 ,13 ,42 ,608 ,758 ,185 ,280 
13,屏東縣,130322,國立屏北高中,27 ,37 ,0 ,0 ,5 ,11 ,30 ,288 ,476 ,81 ,189 
13,屏東縣,131302,屏東縣崇華高中,7 ,9 ,1 ,0 ,3 ,1 ,1 ,6 ,9 ,0 ,0 
13,屏東縣,131307,財團法人屏榮高中,52 ,56 ,0 ,0 ,7 ,8 ,56 ,"1,029 ","1,007 ",337 ,387 
13,屏東縣,131308,私立陸興高中,13 ,10 ,7 ,4 ,2 ,7 ,8 ,167 ,106 ,67 ,44 
13,屏東縣,131311,私立美和高中,30 ,26 ,1 ,1 ,4 ,9 ,18 ,375 ,234 ,120 ,77 
13,屏東縣,134304,縣立大同高中,40 ,83 ,0 ,0 ,1 ,10 ,22 ,205 ,442 ,72 ,151 
13,屏東縣,134321,縣立枋寮高中,37 ,65 ,0 ,0 ,6 ,9 ,13 ,157 ,153 ,40 ,41 
13,屏東縣,134324,縣立東港高中,67 ,84 ,0 ,0 ,6 ,8 ,21 ,363 ,302 ,81 ,108 
13,屏東縣,134334,縣立來義高中,25 ,29 ,0 ,0 ,2 ,6 ,12 ,100 ,67 ,20 ,21 
14,臺東縣,140301,國立臺東大學附屬體育高中,21 ,20 ,0 ,0 ,9 ,13 ,9 ,135 ,57 ,41 ,32 
14,臺東縣,140302,國立臺東女中,23 ,45 ,0 ,0 ,3 ,13 ,27 ,11 ,805 ,5 ,291 
14,臺東縣,140303,國立臺東高中,40 ,42 ,0 ,0 ,5 ,13 ,30 ,874 ,39 ,253 ,5 
14,臺東縣,141301,臺東縣均一高中,14 ,14 ,0 ,0 ,4 ,9 ,6 ,68 ,75 ,14 ,11 
14,臺東縣,141307,私立育仁高中,7 ,8 ,0 ,0 ,0 ,9 ,9 ,66 ,77 ,10 ,27 
