縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
1,新北市,13335,市立新店高中,37,86,10,30,2,17,51,911,859,261,286
1,新北市,13336,市立中和高中,40,85,7,15,4,16,54,1064,829,316,268
1,新北市,13337,市立新莊高中,58,79,0,0,5,13,57,1041,979,314,345
1,新北市,13338,市立新北高中,42,70,3,5,6,14,51,942,847,262,289
1,新北市,13339,市立林口高中,44,61,0,0,1,17,45,799,750,207,245
1,新北市,14302,市立海山高中,79,202,20,10,6,18,34,648,515,200,175
1,新北市,14311,市立三重高中,50,110,0,0,2,17,42,665,683,158,228
1,新北市,14315,市立永平高中,45,116,0,0,6,13,36,573,607,184,199
1,新北市,14322,市立樹林高中,58,140,0,0,6,14,48,645,747,141,215
1,新北市,14326,市立明德高中,69,100,7,14,7,15,36,565,572,159,154
1,新北市,14332,市立秀峰高中,62,110,0,8,10,12,32,466,445,112,159
1,新北市,14338,市立金山高中,30,61,5,2,5,8,20,177,171,42,74
1,新北市,14343,市立安康高中,49,98,0,0,4,14,33,497,519,119,169
1,新北市,14347,市立雙溪高中,24,43,0,0,2,12,15,117,109,33,32
1,新北市,14348,市立石碇高中,27,42,0,0,3,8,18,254,223,39,48
1,新北市,14353,市立丹鳳高中,71,164,0,0,5,14,30,501,523,151,183
1,新北市,14356,市立清水高中,67,130,0,0,3,14,44,649,709,199,217
1,新北市,14357,市立三民高中,58,147,3,4,1,15,46,712,734,211,250
1,新北市,14362,市立錦和高中,51,132,9,11,5,11,33,570,490,167,163
1,新北市,14363,市立光復高中,35,87,7,11,2,11,22,340,353,72,122
1,新北市,14364,市立竹圍高中,44,72,0,0,3,9,24,431,353,132,92
1,新北市,14381,市立北大高級中學,27,48,0,0,0,9,18,345,310,107,117
1,新北市,14399,市立豐珠中學,4,10,0,0,3,4,2,0,4,0,0
2,宜蘭縣,20301,國立蘭陽女中,37,62,0,0,4,14,42,0,1365,0,439
2,宜蘭縣,20302,國立宜蘭高中,66,45,9,5,8,14,42,1257,148,377,50
2,宜蘭縣,20308,國立羅東高中,44,62,0,0,7,13,42,671,660,210,218
2,宜蘭縣,21301,私立慧燈高中,40,34,1,1,12,14,16,411,240,169,89
2,宜蘭縣,21310,私立中道高中,23,12,0,0,4,7,7,149,93,44,28
2,宜蘭縣,24322,縣立南澳高中,25,31,0,0,3,6,10,96,61,36,17
2,宜蘭縣,24325,縣立慈心華德福實中,18,28,0,0,9,7,6,89,67,16,15
3,桃園市,30305,國立中央大學附屬中壢高中,63,90,25,43,4,20,60,1138,984,326,341
3,桃園市,31301,桃園市懷恩高中,3,2,8,6,0,2,0,0,0,0,0
3,桃園市,31309,桃園市育達高中,61,100,16,33,9,16,141,2184,2807,672,830
3,桃園市,31310,私立六和高中,43,82,0,0,7,17,30,754,462,234,162
3,桃園市,31311,桃園市復旦高中,50,100,12,7,6,18,36,949,746,308,254
3,桃園市,31312,桃園市治平高中,74,84,53,34,5,20,97,1957,1566,673,606
3,桃園市,31313,桃園市振聲高中,59,93,24,20,7,19,71,1291,1785,379,606
3,桃園市,31317,私立光啟高中,13,23,2,1,1,6,21,537,140,193,68
3,桃園市,31318,桃園市啟英高中,78,102,47,26,5,17,124,2276,2012,597,666
3,桃園市,31319,桃園市清華高中,9,4,11,3,2,4,17,219,63,69,36
3,桃園市,31320,桃園市新興高中,99,138,10,16,7,18,115,3176,2103,1075,725
3,桃園市,31323,私立至善高中,5,5,15,15,9,10,18,179,94,51,31
3,桃園市,31324,桃園市大興高中,47,33,13,8,3,8,48,1017,467,367,160
3,桃園市,31326,私立大華高中,16,35,2,4,4,13,6,137,121,38,49
3,桃園市,33302,市立龍潭高中,50,67,4,6,13,15,45,868,472,233,139
3,桃園市,33304,市立桃園高中,61,100,1,5,5,21,66,1269,1056,373,383
3,桃園市,33306,市立武陵高中,61,82,0,0,6,19,63,1296,929,429,321
3,桃園市,33316,市立楊梅高中,65,62,0,0,8,17,51,1012,703,250,205
3,桃園市,33325,市立陽明高中,55,94,2,12,5,20,60,1023,1076,326,350
3,桃園市,33327,市立內壢高中,50,96,0,0,7,17,57,1005,1014,324,364
3,桃園市,34306,市立南崁高中,35,74,0,0,3,18,42,682,723,204,246
3,桃園市,34312,市立大溪高中,33,50,5,13,3,15,33,557,547,149,154
3,桃園市,34314,市立壽山高中,59,85,0,0,6,17,54,822,1053,168,261
3,桃園市,34319,市立平鎮高中,39,68,0,0,6,17,48,878,776,241,231
3,桃園市,34332,市立觀音高中,53,86,0,0,8,10,27,491,401,81,107
3,桃園市,34335,市立新屋高級中等學校,40,89,0,0,7,14,21,324,225,93,49
3,桃園市,34347,市立永豐高中,57,134,0,0,3,20,39,654,620,203,208
3,桃園市,34348,市立羅浮高中,26,18,0,0,7,5,6,59,48,0,0
3,桃園市,34399,市立大園國際高中,52,62,0,3,3,16,48,670,805,188,268
4,新竹縣,40302,國立竹東高中,42,71,5,5,7,15,48,813,693,203,225
4,新竹縣,40304,國立關西高中,30,50,0,0,10,10,27,446,427,131,143
4,新竹縣,40308,國立竹北高中,57,90,8,21,12,22,57,1151,704,349,236
4,新竹縣,41303,私立義民高中,40,60,17,18,2,16,42,926,973,327,300
4,新竹縣,41305,私立忠信高中,14,19,9,14,0,2,18,278,311,91,54
4,新竹縣,41306,私立東泰高中,27,29,18,7,5,14,53,971,492,308,186
4,新竹縣,41307,私立仰德高中,22,33,19,11,3,14,40,678,512,159,140
4,新竹縣,44311,縣立六家高級中學,28,74,0,0,2,10,21,421,375,130,133
4,新竹縣,44320,縣立湖口高中,44,112,0,0,4,11,18,319,293,76,89
5,苗栗縣,50303,國立苗栗高中,33,66,3,5,8,13,42,645,702,185,222
5,苗栗縣,50310,國立竹南高中,35,73,1,3,5,21,42,770,681,218,214
5,苗栗縣,50314,國立卓蘭高中,43,64,0,0,6,18,33,261,483,77,152
5,苗栗縣,50315,國立苑裡高中,38,51,1,3,6,13,36,484,672,144,203
5,苗栗縣,51302,私立君毅高中,37,65,0,0,14,12,40,754,551,242,186
5,苗栗縣,51305,私立大成高中,0,0,0,0,0,0,0,0,0,50,62
5,苗栗縣,51306,私立建臺高中,22,44,0,0,3,10,17,344,285,168,135
5,苗栗縣,51307,私立全人實驗高中,6,3,5,2,0,2,3,15,12,5,1
5,苗栗縣,54308,縣立三義高中,23,44,0,0,4,5,12,158,194,39,43
5,苗栗縣,54309,縣立苑裡高中,43,82,0,0,8,11,21,248,305,66,87
5,苗栗縣,54317,縣立興華高中,36,73,0,0,4,12,21,316,321,97,72
5,苗栗縣,54333,縣立大同高中,19,39,0,0,6,4,15,212,244,47,68
6,臺中市,60322,國立興大附中,55,54,2,1,3,17,42,912,607,257,255
6,臺中市,60323,國立中科實驗高級中學,35,48,0,0,4,10,15,254,164,66,67
6,臺中市,61301,財團法人常春藤高中,19,21,0,0,10,16,17,223,214,93,93
6,臺中市,61306,私立明台高中,25,47,12,19,7,12,48,538,939,183,343
6,臺中市,61309,私立致用高中,36,40,20,7,9,17,61,1097,725,334,222
6,臺中市,61310,臺中市大明高中,40,59,12,12,8,23,35,574,737,221,202
6,臺中市,61311,私立嘉陽高中,9,10,0,0,1,2,24,437,303,212,169
6,臺中市,61313,私立明道高中,140,209,7,7,10,47,93,2173,2190,677,749
6,臺中市,61314,私立僑泰高中,97,121,15,23,9,26,125,2783,2359,852,703
6,臺中市,61315,私立華盛頓高中,48,52,0,0,4,17,24,563,487,180,164
6,臺中市,61316,私立青年高中,44,57,50,47,4,19,62,1161,759,350,259
6,臺中市,61317,私立弘文高中,63,75,10,2,13,19,34,782,737,227,231
6,臺中市,61318,私立立人高中,43,80,4,8,5,22,48,1005,1201,366,367
6,臺中市,61319,私立玉山高中,11,8,0,0,2,7,21,204,166,61,46
6,臺中市,61321,私立慈明高中,38,52,0,0,9,29,55,853,953,174,200
6,臺中市,61322,華德福大地實驗學校,4,12,0,0,0,5,3,12,12,3,3
6,臺中市,63303,市立大甲高中,43,69,0,0,13,13,42,623,783,201,230
6,臺中市,63305,市立清水高中,44,57,0,0,4,17,42,665,762,205,257
6,臺中市,63312,市立豐原高中,45,62,5,7,6,15,45,650,842,220,281
6,臺中市,64308,市立后綜高中,55,102,0,0,9,15,30,433,478,123,161
6,臺中市,64324,市立大里高中,39,73,0,0,7,16,24,355,378,113,134
6,臺中市,64328,市立新社高中,41,83,0,0,7,15,27,411,442,108,132
6,臺中市,64336,市立長億高中,42,79,0,0,4,12,24,380,383,129,115
6,臺中市,64342,市立中港高中,58,82,0,0,3,16,21,333,347,117,113
6,臺中市,64350,市立龍津高中,41,73,0,0,7,6,18,223,287,67,83
7,彰化縣,70301,國立彰化女中,38,70,3,21,4,19,45,0,1554,0,545
7,彰化縣,70304,國立員林高中,51,68,13,4,8,16,51,729,1008,243,367
7,彰化縣,70307,國立彰化高中,74,75,13,14,9,18,63,2065,59,734,18
7,彰化縣,70316,國立鹿港高中,52,64,1,6,9,15,44,766,684,171,193
7,彰化縣,70319,國立溪湖高中,46,64,7,12,9,15,45,714,838,219,299
7,彰化縣,71311,私立精誠高中,66,74,2,1,5,15,30,794,614,275,193
7,彰化縣,71317,私立文興高中,28,50,0,0,7,11,15,296,322,116,145
7,彰化縣,71318,財團法人正德高中,9,14,10,12,3,9,14,185,197,150,189
7,彰化縣,74308,縣立彰化藝術高中,40,78,0,0,3,11,27,324,393,82,102
7,彰化縣,74313,縣立二林高中,41,77,0,0,4,8,15,179,190,53,60
7,彰化縣,74323,縣立和美高中,47,93,0,0,4,10,20,266,310,81,106
7,彰化縣,74328,縣立田中高中,39,62,0,0,7,7,12,136,158,53,50
7,彰化縣,74339,縣立成功高中,43,65,0,0,6,8,15,194,173,58,68
8,南投縣,80302,國立南投高中,63,58,2,5,14,15,45,722,609,219,198
8,南投縣,80305,國立中興高中,42,58,5,19,3,17,39,605,571,189,207
8,南投縣,80307,國立竹山高中,44,67,0,0,12,13,42,542,480,176,177
8,南投縣,80308,國立暨大附中,36,59,0,0,7,14,36,404,548,106,174
8,南投縣,81311,私立五育高中,10,11,9,5,5,9,14,184,199,59,81
8,南投縣,81312,私立三育高中,9,7,0,0,0,6,5,32,30,19,9
8,南投縣,81313,私立弘明實驗高中,10,12,8,4,7,12,3,39,43,17,20
8,南投縣,81314,私立普台高中,23,35,4,3,8,9,15,275,229,93,65
8,南投縣,84309,縣立旭光高中,54,87,0,0,3,15,21,286,343,80,114
9,雲林縣,90305,國立斗六高中,60,56,3,1,8,16,48,763,758,244,256
9,雲林縣,90306,國立北港高中,28,51,0,0,4,14,32,356,445,110,112
9,雲林縣,90315,國立虎尾高中,47,56,0,0,2,16,42,642,700,196,250
9,雲林縣,91307,私立永年高中,9,18,9,5,3,8,6,138,81,55,31
9,雲林縣,91308,私立正心高中,60,59,0,3,10,9,20,509,417,212,158
9,雲林縣,91311,私立文生高中,13,12,0,0,4,5,7,139,122,54,28
9,雲林縣,91312,私立巨人高中,5,9,0,0,0,4,15,109,292,59,126
9,雲林縣,91316,私立揚子高中,23,28,4,1,5,7,15,328,216,127,84
9,雲林縣,91318,財團法人義峰高中,18,16,10,13,3,10,23,369,292,135,119
9,雲林縣,91319,福智高中,6,29,0,0,4,3,9,127,145,50,47
9,雲林縣,91320,雲林縣維多利亞實驗高中,15,14,0,0,2,8,6,64,60,18,18
9,雲林縣,94301,縣立斗南高中,44,65,0,0,6,14,18,269,264,82,92
9,雲林縣,94307,縣立麥寮高中,53,68,0,0,6,15,17,248,211,71,53
9,雲林縣,94308,縣立古坑華德福實驗高級中學,16,14,3,1,2,4,5,34,31,6,3
9,雲林縣,94326,縣立蔦松藝術高中,22,31,19,38,4,6,8,38,83,14,25
10,嘉義縣,100301,國立東石高中,61,44,0,0,13,11,39,742,332,247,116
10,嘉義縣,100302,國立新港藝術高中,18,23,0,0,3,9,15,101,116,21,47
10,嘉義縣,101303,私立同濟高中,4,3,5,5,1,1,4,41,13,37,25
10,嘉義縣,101304,私立協同高中,47,52,0,0,13,13,21,474,434,181,152
10,嘉義縣,104319,縣立竹崎高中,43,66,0,0,3,9,21,249,252,70,68
10,嘉義縣,104326,縣立永慶高中,42,33,0,0,2,6,18,271,275,65,71
11,臺南市,110302,國立新豐高中,37,51,5,12,8,13,36,482,556,172,170
11,臺南市,110308,國立臺南大學附中,52,67,7,14,13,14,48,818,683,216,280
11,臺南市,110311,國立北門高中,34,41,0,0,8,8,30,485,468,103,137
11,臺南市,110312,國立新營高中,35,55,4,2,7,13,33,434,563,134,189
11,臺南市,110314,國立後壁高中,32,45,6,2,10,13,30,279,312,89,80
11,臺南市,110315,國立善化高中,28,47,0,0,7,9,30,494,426,135,147
11,臺南市,110317,國立新化高中,38,50,2,1,4,14,36,543,661,141,230
11,臺南市,110328,國立南科國際實驗高中,44,63,0,6,5,17,15,236,172,78,43
11,臺南市,111313,私立南光高中,36,34,0,0,5,8,21,466,416,181,145
11,臺南市,111320,私立港明高中,76,45,14,12,2,12,35,858,688,294,206
11,臺南市,111321,臺南市興國高中,29,42,1,0,4,9,17,355,281,143,119
11,臺南市,111322,私立明達高中,10,6,11,7,2,6,6,106,88,57,38
11,臺南市,111323,私立黎明高中,41,38,0,0,4,8,19,456,373,174,134
11,臺南市,111326,私立新榮高中,5,2,0,0,2,2,3,15,9,41,19
11,臺南市,114306,市立大灣高中,47,108,10,13,4,11,18,406,235,125,94
11,臺南市,114307,市立永仁高中,28,69,4,15,4,8,12,180,215,44,68
12,高雄市,120303,國立鳳山高中,51,78,0,0,3,17,54,1201,707,373,242
12,高雄市,120304,國立岡山高中,39,67,0,0,4,15,45,700,691,221,238
12,高雄市,120311,國立旗美高中,17,45,2,5,5,12,27,295,376,80,115
12,高雄市,120319,國立鳳新高中,54,87,14,26,9,17,57,961,972,293,322
12,高雄市,121302,光禾華德福實驗學校,3,4,0,0,2,6,2,5,6,0,0
12,高雄市,121306,財團法人新光高中,8,4,6,6,2,4,14,118,114,49,43
12,高雄市,121307,財團法人普門中學,19,27,12,9,4,9,14,235,136,56,47
12,高雄市,121318,私立正義高中,4,19,10,9,0,6,9,145,144,49,54
12,高雄市,121320,私立義大國際高中,12,21,15,12,3,7,6,103,83,44,32
12,高雄市,124302,市立文山高中,42,82,1,3,5,12,24,346,389,102,114
12,高雄市,124311,市立林園高中,55,107,0,0,5,14,18,249,283,78,88
12,高雄市,124313,市立仁武高中,59,59,0,0,7,8,21,315,252,59,66
12,高雄市,124322,市立路竹高中,50,94,0,0,4,15,21,307,243,88,80
12,高雄市,124333,市立六龜高中,18,25,0,0,2,5,6,47,46,8,6
12,高雄市,124340,市立福誠高中,50,102,5,6,9,12,21,381,319,94,113
13,屏東縣,130302,國立屏東女中,44,71,0,0,5,17,48,6,1522,1,500
13,屏東縣,130305,國立屏東高中,65,70,0,0,9,18,57,1672,59,521,13
13,屏東縣,130306,國立潮州高中,36,57,0,0,7,14,42,636,729,184,237
13,屏東縣,130322,國立屏北高中,24,37,0,0,4,12,30,301,476,67,132
13,屏東縣,131302,屏東縣崇華高中,8,7,0,0,1,1,3,8,12,0,0
13,屏東縣,131307,財團法人屏榮高中,49,54,0,0,6,8,50,863,989,275,287
13,屏東縣,131308,私立陸興高中,11,7,9,7,2,6,7,115,104,41,26
13,屏東縣,131311,私立美和高中,27,24,0,0,3,8,15,358,191,111,77
13,屏東縣,134304,縣立大同高中,37,80,0,0,2,10,21,208,413,46,144
13,屏東縣,134321,縣立枋寮高中,34,65,0,0,4,9,12,121,139,36,40
13,屏東縣,134324,縣立東港高中,62,82,0,0,6,7,21,338,280,106,89
13,屏東縣,134334,縣立來義高中,23,29,0,0,2,6,11,116,62,14,15
14,臺東縣,140301,國立臺東大學附屬體育高中,22,23,0,0,9,12,9,142,45,40,17
14,臺東縣,140302,國立臺東女中,30,38,0,0,5,11,27,10,836,0,266
14,臺東縣,140303,國立臺東高中,40,41,0,0,6,12,30,849,45,244,8
14,臺東縣,141301,臺東縣均一高中,11,14,0,0,5,11,6,54,77,25,21
14,臺東縣,141307,私立育仁高中,5,8,8,3,0,6,5,40,39,22,13
14,臺東縣,144322,縣立蘭嶼高中,7,24,0,0,3,6,3,21,14,8,5
15,花蓮縣,150302,國立花蓮女中,41,39,6,10,4,12,33,11,1024,3,327
15,花蓮縣,150303,國立花蓮高中,47,47,9,18,5,12,36,1050,21,321,4
15,花蓮縣,150309,國立玉里高中,32,50,2,2,8,9,33,260,188,54,51
15,花蓮縣,151306,私立海星高中,19,32,10,15,4,5,21,217,359,105,115
15,花蓮縣,151307,私立四維高中,25,29,8,7,9,10,23,497,389,181,154
15,花蓮縣,151312,財團法人慈濟大學附中,40,41,4,4,6,8,15,307,265,94,86
15,花蓮縣,154301,花蓮縣立體育高中,11,9,1,0,3,10,6,105,42,30,14
15,花蓮縣,154399,縣立南平中學,4,6,0,0,2,9,3,0,9,0,0
16,澎湖縣,160302,國立馬公高中,48,58,6,14,8,15,46,506,613,179,213
17,基隆市,170301,國立基隆女中,36,74,1,5,5,20,45,0,807,0,258
17,基隆市,170302,國立基隆高中,35,44,12,38,8,14,33,390,225,79,56
17,基隆市,171306,私立二信高中,72,93,5,8,15,24,51,993,744,340,256
17,基隆市,171308,輔大聖心高中,8,14,0,0,2,4,8,94,57,57,34
17,基隆市,173304,市立中山高中,28,50,4,5,6,10,12,145,122,38,36
17,基隆市,173306,市立安樂高中,29,57,0,1,1,13,14,210,185,63,48
17,基隆市,173307,市立暖暖高中,16,44,0,0,5,6,12,139,145,53,31
17,基隆市,173314,市立八斗高中,19,45,0,0,3,9,11,100,76,30,17
18,新竹市,180301,國立竹科實驗高級中等學校,40,74,0,0,6,32,22,427,251,121,88
18,新竹市,180302,國立新竹女中,42,97,0,0,0,24,54,23,1857,4,623
18,新竹市,180309,國立新竹高中,59,76,26,57,5,18,54,1843,55,587,27
18,新竹市,181305,私立光復高中,74,105,31,39,9,17,113,2351,2130,604,540
18,新竹市,181306,私立曙光女中,27,71,0,0,1,9,24,12,1048,3,361
18,新竹市,181307,私立磐石高中,49,53,12,11,10,12,42,1145,705,384,206
18,新竹市,181308,私立世界高中,7,12,1,14,3,3,20,143,140,55,62
18,新竹市,183306,市立成德高中,28,85,0,0,1,13,27,530,389,149,104
18,新竹市,183307,市立香山高中,36,97,0,0,4,12,28,464,445,140,146
18,新竹市,183313,市立建功高中,37,130,7,13,1,15,24,531,405,168,136
19,臺中市,191301,私立東大附中,24,50,3,11,4,4,18,397,427,131,127
19,臺中市,191302,私立葳格高中,22,33,8,2,5,33,16,236,193,108,135
19,臺中市,191305,私立新民高中,109,140,26,24,12,24,129,2730,2641,761,898
19,臺中市,191308,私立宜寧高中,22,36,21,18,5,17,35,761,462,192,185
19,臺中市,191309,私立明德高中,43,110,11,7,12,14,62,727,1614,239,567
19,臺中市,191311,私立衛道高中,69,88,1,5,12,22,24,798,284,253,106
19,臺中市,191313,私立曉明女中,40,69,2,7,3,16,18,0,847,0,285
19,臺中市,191314,私立嶺東高中,59,66,20,18,12,20,74,1528,1089,499,393
19,臺中市,191315,私立磊川華德福實驗教育學校,9,19,0,0,3,7,3,31,22,6,13
19,臺中市,193301,市立臺中女中,50,81,4,28,5,15,54,0,1906,0,640
19,臺中市,193302,市立臺中一中,95,74,0,0,10,20,75,2619,87,862,26
19,臺中市,193303,市立忠明高中,47,111,0,0,2,15,27,373,530,108,196
19,臺中市,193313,市立西苑高中,61,140,0,0,6,14,29,484,474,145,165
19,臺中市,193315,市立東山高中,80,154,0,0,8,13,30,480,526,169,173
19,臺中市,193316,市立惠文高中,62,103,0,0,6,15,33,745,447,210,185
19,臺中市,194303,市立臺中二中,74,93,0,0,6,22,69,1532,863,470,289
19,臺中市,194315,市立文華高中,59,88,4,29,4,23,60,721,1364,237,454
20,嘉義市,200302,國立嘉義女中,40,68,1,18,5,17,48,0,1568,0,527
20,嘉義市,200303,國立嘉義高中,70,86,24,44,6,23,66,1906,151,653,46
20,嘉義市,201304,私立興華高中,19,27,0,0,7,9,22,418,301,190,142
20,嘉義市,201309,私立仁義高中,0,0,0,0,0,0,0,0,0,7,0
20,嘉義市,201310,私立嘉華高中,18,22,16,10,4,8,11,243,189,78,60
20,嘉義市,201312,私立輔仁高中,33,32,0,0,6,13,19,426,314,149,99
20,嘉義市,201313,私立宏仁女中,7,11,0,0,2,5,5,32,111,5,53
20,嘉義市,201314,私立立仁高中,5,5,0,2,3,5,4,60,70,28,48
21,臺南市,210303,國立臺南二中,53,81,3,15,2,20,57,1148,805,390,264
21,臺南市,210305,國立臺南一中,87,61,0,0,4,21,60,1989,39,673,16
21,臺南市,210306,國立臺南女中,44,101,16,27,6,17,57,21,1921,5,635
21,臺南市,210309,國立家齊高中,39,90,0,0,7,16,51,443,1232,115,425
21,臺南市,211301,私立長榮高中,51,48,10,9,22,17,46,860,563,391,282
21,臺南市,211302,私立長榮女中,6,17,4,14,4,9,16,116,452,28,151
21,臺南市,211304,財團法人聖功女中,29,51,3,9,1,24,18,0,741,0,264
21,臺南市,211310,臺南市光華高中,15,51,0,0,1,13,34,409,913,100,236
21,臺南市,211314,私立六信高中,9,10,8,8,1,5,23,272,170,86,72
21,臺南市,211315,私立瀛海高中,40,43,0,0,2,6,24,665,413,198,148
21,臺南市,211317,臺南市崑山高中,3,13,14,10,0,1,11,42,67,25,38
21,臺南市,211318,私立德光高中,40,74,6,13,3,25,24,546,565,185,186
21,臺南市,211320,財團法人慈濟高中,33,53,0,3,5,13,18,298,274,97,78
21,臺南市,213303,市立南寧高中,27,43,0,0,4,6,12,187,142,48,55
21,臺南市,213316,市立土城高中,12,29,3,11,1,8,9,123,118,30,47
30,臺北市,313301,市立西松高中,41,70,0,0,8,13,33,584,469,210,129
30,臺北市,313302,市立中崙高中,39,99,2,3,5,21,30,567,502,181,171
30,臺北市,321399,臺北市私立協和祐德高級中學,16,7,12,5,2,5,11,172,27,92,36
30,臺北市,323301,市立松山高中,48,99,13,15,6,30,60,1101,1039,362,349
30,臺北市,323302,市立永春高中,45,74,4,6,4,19,45,811,760,223,265
30,臺北市,330301,國立師大附中,94,153,38,74,13,35,78,1859,893,591,281
30,臺北市,331301,私立延平中學,49,84,0,0,8,13,24,639,477,235,129
30,臺北市,331302,私立金甌女中,16,45,7,14,3,7,26,0,968,0,307
30,臺北市,331304,私立復興實驗高中,31,48,0,0,7,14,11,255,256,67,81
30,臺北市,333301,市立和平高中,40,109,0,0,9,17,39,768,549,238,232
30,臺北市,333304,市立芳和實中,19,74,0,2,1,16,6,40,43,0,0
30,臺北市,341302,私立大同高中,17,18,12,7,4,7,20,482,269,83,50
30,臺北市,343301,市立中山女中,54,110,8,12,6,21,64,0,2237,0,776
30,臺北市,343302,市立大同高中,50,128,7,18,12,19,48,1102,586,273,249
30,臺北市,343303,市立大直高中,50,99,2,3,6,20,30,545,515,167,166
30,臺北市,351301,私立強恕中學,6,12,6,10,5,2,22,184,314,62,83
30,臺北市,353301,市立建國中學,107,103,5,24,16,26,82,2860,0,949,0
30,臺北市,353302,市立成功中學,69,93,3,16,9,18,66,2349,0,746,0
30,臺北市,353303,市立北一女中,58,122,4,11,6,22,69,0,2424,0,792
30,臺北市,361301,臺北市靜修高中,12,66,4,4,4,8,23,47,858,11,205
30,臺北市,363301,市立明倫高中,43,69,6,10,9,13,45,855,743,284,248
30,臺北市,363302,市立成淵高中,49,116,0,0,13,25,36,695,524,234,193
30,臺北市,373301,市立華江高中,40,78,0,6,8,16,48,738,945,208,305
30,臺北市,373302,市立大理高中,42,56,0,0,5,18,27,497,428,130,109
30,臺北市,380301,國立政大附中,23,50,8,13,4,14,18,311,311,114,87
30,臺北市,381301,私立東山高中,68,94,0,0,6,25,32,976,518,344,201
30,臺北市,381302,私立滬江高中,10,21,21,7,4,8,22,235,128,86,54
30,臺北市,381303,私立大誠高中,12,7,16,7,1,6,19,178,129,51,8
30,臺北市,381304,私立再興中學,43,48,0,0,9,14,18,456,338,151,111
30,臺北市,381305,私立景文高中,35,42,11,15,5,16,29,445,417,156,115
30,臺北市,381306,臺北市靜心高中,25,40,3,2,4,13,9,122,109,28,29
30,臺北市,383301,市立景美女中,36,103,0,2,9,22,54,0,1893,0,680
30,臺北市,383302,市立萬芳高中,48,94,4,12,7,22,33,599,556,149,188
30,臺北市,383303,市立數位實驗高中,3,4,0,0,1,3,3,14,27,0,0
30,臺北市,393301,市立南港高中,46,103,0,0,14,15,30,498,515,140,152
30,臺北市,393302,市立育成高中,48,90,0,0,11,21,57,918,873,224,282
30,臺北市,401301,私立文德女中,1,4,12,3,1,3,3,0,69,0,14
30,臺北市,401302,私立方濟中學,11,5,6,1,2,6,5,114,40,67,28
30,臺北市,401303,私立達人女中,13,42,5,7,2,10,9,0,379,0,89
30,臺北市,403301,市立內湖高中,54,91,1,10,6,19,58,1022,1009,305,343
30,臺北市,403302,市立麗山高中,33,57,0,7,7,14,33,564,366,172,106
30,臺北市,403303,市立南湖高中,41,74,1,2,6,20,45,811,704,266,257
30,臺北市,411301,私立泰北高中,16,31,11,16,3,11,19,275,417,101,105
30,臺北市,411302,私立衛理女中,15,54,8,9,4,24,12,0,468,0,154
30,臺北市,411303,私立華興中學,31,29,0,0,7,7,6,156,109,56,27
30,臺北市,413301,市立陽明高中,43,108,0,0,5,23,40,670,710,219,220
30,臺北市,413302,市立百齡高中,47,110,0,0,9,15,27,530,400,166,128
