縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
30,臺北市,421301,私立薇閣高中,62,83,0,0,5,8,24,620,547,196,163
30,臺北市,421302,臺北市幼華高中,18,30,13,13,1,6,16,225,164,73,42
30,臺北市,421303,臺北市私立奎山實驗高級中學,13,12,0,0,0,4,3,53,75,19,21
30,臺北市,423301,市立復興高中,68,97,0,0,8,19,66,905,1044,193,316
30,臺北市,423302,市立中正高中,62,105,0,0,10,25,66,1135,1060,381,328
50,高雄市,521301,天主教明誠高中,29,29,0,0,1,12,13,198,219,74,86
50,高雄市,521303,私立大榮高中,33,17,4,1,5,9,21,498,38,185,12
50,高雄市,523301,市立鼓山高中,33,79,4,4,6,13,27,311,367,80,91
50,高雄市,533301,市立左營高中,44,79,7,18,1,17,54,700,840,215,252
50,高雄市,533302,市立新莊高中,29,82,3,8,3,12,45,852,640,256,237
50,高雄市,540301,國立中山大學附屬國光高中,33,52,4,4,7,8,18,308,318,109,103
50,高雄市,543301,市立中山高中,38,63,1,2,2,12,42,685,718,195,237
50,高雄市,543302,市立楠梓高中,30,50,5,5,4,10,30,392,424,71,122
50,高雄市,551301,私立立志高中,54,35,17,13,12,10,79,1163,463,500,177
50,高雄市,551303,南海月光實驗學校,6,28,0,0,0,1,3,0,18,7,3
50,高雄市,553301,市立高雄中學,91,80,16,51,6,18,72,2463,106,787,39
50,高雄市,553302,市立三民高中,34,54,0,2,5,10,36,608,592,188,184
50,高雄市,563301,市立新興高中,32,72,0,1,2,14,21,312,362,110,101
50,高雄市,573301,市立高雄女中,52,95,1,6,6,15,63,0,2252,0,747
50,高雄市,580301,國立高師大附中,23,63,0,0,2,16,24,662,202,224,64
50,高雄市,581301,私立復華高中,27,36,8,7,2,10,31,392,479,160,186
50,高雄市,581302,天主教道明中學,70,93,2,7,4,16,44,936,977,278,318
50,高雄市,583301,市立中正高中,35,100,4,7,4,17,33,552,540,168,173
50,高雄市,593301,市立前鎮高中,45,62,10,16,6,12,45,708,786,203,226
50,高雄市,593302,市立瑞祥高中,58,121,5,7,6,18,27,481,383,142,132
50,高雄市,613301,市立小港高中,40,69,1,2,5,10,45,657,717,176,240
71,金門縣,710301,國立金門高中,37,37,0,0,8,10,30,439,500,124,153
72,連江縣,720301,國立馬祖高中,18,16,0,0,8,6,12,147,118,38,22
1,新北市,11405,私立樹人家商,23,70,28,22,2,14,62,1049,1472,308,435
1,新北市,11407,私立復興商工,39,51,29,14,7,14,75,958,2079,290,612
1,新北市,11408,私立南強工商,28,19,26,12,7,12,36,547,296,138,127
1,新北市,11413,私立穀保家商,21,51,23,15,2,12,40,721,847,209,282
1,新北市,11419,私立開明工商,0,0,0,0,0,0,0,0,0,95,48
1,新北市,11420,私立智光商工,23,37,5,7,4,13,38,691,409,252,126
1,新北市,11421,私立清傳高商,3,9,2,2,3,4,6,77,134,28,50
1,新北市,11426,私立能仁家商,20,34,26,34,5,13,55,527,815,186,270
1,新北市,11427,私立豫章工商,9,25,5,1,4,9,17,423,194,172,83
1,新北市,11431,私立莊敬工家,96,113,40,35,38,32,117,2683,2847,389,643
1,新北市,11432,私立中華商海,6,2,11,1,1,2,11,82,19,13,5
1,新北市,13402,市立瑞芳高工,65,61,2,1,18,15,52,703,235,173,70
1,新北市,13430,市立三重商工,81,99,9,8,14,19,77,1494,729,367,213
1,新北市,13433,市立新北高工,103,102,0,0,12,20,91,2138,430,574,136
1,新北市,13434,市立淡水商工,77,107,0,0,14,16,77,1268,852,263,291
1,新北市,14439,市立鶯歌工商,63,100,1,1,11,16,63,862,998,206,266
1,新北市,14468,市立樟樹國際實中,37,75,6,5,3,10,18,165,282,39,70
2,宜蘭縣,20403,國立宜蘭高商,43,78,0,0,11,12,48,745,748,209,196
2,宜蘭縣,20404,國立羅東高商,49,66,0,0,5,13,48,588,745,139,232
2,宜蘭縣,20405,國立蘇澳海事,49,39,0,0,16,15,34,287,128,103,57
2,宜蘭縣,20407,國立羅東高工,86,41,0,0,14,18,45,1257,115,358,37
2,宜蘭縣,20409,國立頭城家商,37,70,0,0,10,14,44,399,437,121,142
3,桃園市,30403,國立北科大附屬桃園農工,113,100,9,6,24,22,85,2010,435,576,106
3,桃園市,31414,私立成功工商,26,21,16,6,8,13,37,575,379,229,144
3,桃園市,31415,私立方曙商工,12,25,4,1,2,2,16,100,127,32,15
3,桃園市,31421,私立永平工商,46,81,46,35,16,21,127,2250,1642,603,474
3,桃園市,33407,市立中壢高商,43,114,0,1,8,15,60,730,1124,215,343
3,桃園市,33408,市立中壢家商,19,58,0,4,5,17,29,186,753,54,232
4,新竹縣,41401,私立內思高工,32,27,9,6,4,9,27,883,191,222,39
5,苗栗縣,50401,國立大湖農工,50,33,0,0,10,16,28,416,182,131,56
5,苗栗縣,50404,國立苗栗農工,78,70,3,1,17,22,57,1311,492,329,157
5,苗栗縣,50407,國立苗栗高商,26,59,0,0,11,8,33,354,631,90,184
5,苗栗縣,51408,私立中興商工,13,22,6,2,5,5,25,436,289,82,69
5,苗栗縣,51411,私立育民工家,7,8,4,2,2,6,9,68,21,57,21
5,苗栗縣,51412,私立賢德工商,7,2,1,3,0,2,9,55,26,4,1
5,苗栗縣,51413,私立龍德家商,4,4,0,0,5,1,2,18,16,47,53
6,臺中市,63401,市立豐原高商,48,102,0,0,7,18,60,564,1012,179,323
6,臺中市,63402,市立大甲高工,79,43,0,0,11,20,46,1138,216,341,71
6,臺中市,63404,市立東勢高工,94,63,0,0,19,18,63,1203,328,372,91
6,臺中市,63407,市立沙鹿高工,96,63,3,0,20,19,66,1322,467,402,151
6,臺中市,63408,市立霧峰農工,64,50,0,0,14,15,48,1079,244,320,77
6,臺中市,64406,市立神岡高工,32,62,0,0,7,7,9,278,9,0,0
7,彰化縣,70401,國立彰師附工,116,64,0,0,18,19,69,1819,218,542,80
7,彰化縣,70402,國立永靖高工,67,42,0,0,15,16,37,919,229,257,69
7,彰化縣,70403,國立二林工商,70,66,5,0,15,12,49,805,421,236,149
7,彰化縣,70405,國立秀水高工,80,48,12,6,12,13,55,1256,274,460,77
7,彰化縣,70406,國立彰化高商,45,114,0,0,10,15,63,653,1353,185,475
7,彰化縣,70408,國立員林農工,56,68,0,0,12,21,51,881,610,272,204
7,彰化縣,70409,國立員林崇實高工,53,46,0,0,15,18,40,934,233,280,61
7,彰化縣,70410,國立員林家商,28,80,0,8,7,17,47,241,1044,54,316
7,彰化縣,70415,國立北斗家商,39,81,0,0,9,10,48,351,1061,95,321
7,彰化縣,71413,私立大慶商工,9,16,22,3,7,12,26,449,208,184,112
7,彰化縣,71414,私立達德商工,37,59,27,5,7,19,61,1201,967,517,457
8,南投縣,80401,國立仁愛高農,21,30,0,0,10,7,19,112,74,36,11
8,南投縣,80403,國立埔里高工,70,33,0,0,7,19,39,475,142,134,42
8,南投縣,80404,國立南投高商,30,61,3,1,5,18,35,287,344,70,134
8,南投縣,80406,國立草屯商工,56,76,3,9,16,17,51,649,631,192,219
8,南投縣,80410,國立水里商工,34,53,0,0,13,11,36,435,255,134,102
8,南投縣,81409,南投縣同德高中,22,18,23,15,5,12,25,304,332,198,177
9,雲林縣,90401,國立虎尾農工,52,48,0,0,18,12,43,903,302,263,95
9,雲林縣,90402,國立西螺農工,62,65,0,0,12,17,47,1155,379,360,99
9,雲林縣,90403,國立斗六家商,32,51,2,12,5,17,31,275,720,84,199
9,雲林縣,90404,國立北港農工,52,26,0,0,9,15,30,685,139,212,35
9,雲林縣,90413,國立土庫商工,44,43,0,0,9,13,31,385,566,101,183
9,雲林縣,91410,私立大成商工,19,14,0,0,1,1,27,450,231,164,63
9,雲林縣,91414,私立大德工商,19,8,6,2,4,5,22,294,161,117,58
10,嘉義縣,100402,國立民雄農工,70,39,1,3,9,17,38,829,134,263,43
10,嘉義縣,101405,私立協志工商,0,0,0,0,0,0,0,0,0,246,211
10,嘉義縣,101406,私立萬能工商,25,24,17,3,15,7,32,730,464,268,167
11,臺南市,110401,國立新化高工,55,53,3,1,13,14,39,919,221,257,59
11,臺南市,110403,國立白河商工,38,34,4,7,6,14,30,272,59,82,26
11,臺南市,110404,國立北門農工,77,72,0,0,16,18,54,1054,376,308,114
11,臺南市,110405,國立曾文家商,24,52,1,8,5,12,30,263,631,68,220
11,臺南市,110406,國立新營高工,80,39,3,2,17,14,46,823,202,250,80
11,臺南市,110407,國立玉井工商,34,32,0,0,9,12,26,265,199,81,64
11,臺南市,110409,國立臺南高工,136,87,9,7,25,23,84,2161,316,628,121
11,臺南市,110410,國立曾文農工,64,74,7,1,17,17,51,765,329,205,82
11,臺南市,111419,私立陽明工商,12,8,15,7,3,5,19,230,76,87,33
11,臺南市,111427,私立育德工家,17,13,6,4,5,4,22,309,198,106,75
12,高雄市,120401,國立旗山農工,49,46,0,0,17,15,36,423,158,148,58
12,高雄市,120402,國立岡山農工,90,71,4,5,13,28,64,1274,356,331,105
12,高雄市,120409,國立鳳山商工,84,103,0,0,15,20,76,1104,971,250,323
12,高雄市,121405,私立中山工商,136,180,46,16,12,43,180,4716,3008,1477,994
12,高雄市,121410,私立旗美商工,2,1,0,0,1,3,4,59,47,25,16
12,高雄市,121413,私立高英工商,40,21,0,0,4,14,43,686,404,315,168
12,高雄市,121415,私立華德工家,10,12,0,0,1,2,31,249,172,79,52
12,高雄市,121417,私立高苑工商,24,29,18,12,6,13,49,803,407,318,110
13,屏東縣,130401,國立內埔農工,52,43,0,0,12,16,36,397,159,110,36
13,屏東縣,130403,國立屏東高工,98,75,0,0,19,17,66,1489,249,403,87
13,屏東縣,130404,國立佳冬高農,44,60,0,0,13,13,43,472,307,124,73
13,屏東縣,130410,國立東港海事,42,51,7,4,13,16,37,493,285,176,88
13,屏東縣,130417,國立恆春工商,35,53,0,0,7,15,32,327,265,74,65
13,屏東縣,131409,私立民生家商,7,11,2,14,4,10,16,199,184,63,77
13,屏東縣,131418,私立日新工商,3,1,1,6,0,4,4,40,34,18,23
14,臺東縣,140404,國立關山工商,26,30,0,0,9,12,20,120,65,34,28
14,臺東縣,140405,國立臺東高商,31,64,0,0,3,17,36,429,554,127,182
14,臺東縣,140408,國立成功商水,21,14,0,0,4,12,12,95,35,22,8
14,臺東縣,141406,私立公東高工,20,19,4,11,9,12,26,367,220,61,56
15,花蓮縣,150401,國立花蓮高農,51,47,0,0,13,15,35,384,318,85,80
15,花蓮縣,150404,國立花蓮高工,83,52,0,0,21,17,45,880,144,221,31
15,花蓮縣,150405,國立花蓮高商,29,56,0,0,3,18,34,300,564,77,177
15,花蓮縣,150411,國立光復商工,25,21,0,0,9,8,16,109,89,46,35
15,花蓮縣,151410,花蓮縣上騰工商,13,11,10,5,3,5,25,182,153,42,34
16,澎湖縣,160401,國立澎湖海事水產,54,52,1,0,16,22,43,460,267,130,89
17,基隆市,170403,國立海洋大學附屬基隆海事,61,63,0,0,16,18,49,683,341,122,70
17,基隆市,170404,國立基隆商工,63,85,6,2,13,19,62,746,581,201,166
17,基隆市,171405,私立光隆家商,5,7,8,11,1,5,14,80,158,50,82
17,基隆市,171407,私立培德工家,6,7,5,9,0,5,8,71,33,30,12
18,新竹市,180403,國立新竹高商,21,75,0,0,4,15,45,554,944,158,347
18,新竹市,180404,國立新竹高工,58,80,0,0,10,19,51,1164,350,336,131
19,臺中市,190406,國立興大附農,50,134,9,5,14,19,78,1096,1037,348,333
19,臺中市,191412,財團法人光華高工,6,8,7,4,4,8,19,199,28,75,10
19,臺中市,193404,市立臺中家商,49,124,0,0,6,21,78,567,1512,142,479
19,臺中市,193407,市立臺中高工,160,99,3,1,26,29,116,2735,540,833,149
20,嘉義市,200401,國立華南高商,37,73,0,0,5,15,42,510,815,169,246
20,嘉義市,200405,國立嘉義高工,150,79,0,0,23,24,91,1957,549,597,188
20,嘉義市,200406,國立嘉義高商,45,68,4,3,4,17,43,398,1016,130,323
20,嘉義市,200407,國立嘉義家職,20,79,0,0,7,14,39,242,809,59,258
20,嘉義市,201408,私立東吳工家,38,56,26,11,7,6,70,978,1217,317,453
21,臺南市,210408,國立臺南高商,54,102,0,0,3,18,64,654,1199,149,430
21,臺南市,210416,國立臺南海事,51,39,10,7,9,12,33,639,247,162,79
21,臺南市,211407,私立南英商工,20,34,26,9,8,19,34,607,285,188,73
21,臺南市,211412,私立亞洲餐旅,11,15,6,9,3,1,24,395,259,108,75
21,臺南市,211419,私立慈幼工商,20,17,9,8,10,9,30,663,139,200,53
30,臺北市,311401,臺北市育達高中,23,58,18,35,1,11,42,685,826,241,451
30,臺北市,323401,市立松山家商,42,119,0,0,3,23,58,625,1220,180,357
30,臺北市,323402,市立松山工農,101,87,9,6,17,26,63,1797,373,487,110
30,臺北市,331402,私立東方工商,4,4,1,4,0,4,4,8,44,13,19
30,臺北市,331403,私立喬治工商,7,12,4,8,3,8,23,57,177,18,59
30,臺北市,331404,私立開平餐飲,11,20,0,0,1,6,22,450,314,148,110
30,臺北市,333401,市立大安高工,154,121,10,9,21,34,96,2458,465,773,130
30,臺北市,341402,私立稻江護家,11,47,9,19,5,17,40,74,927,0,273
30,臺北市,351402,臺北市開南高中,21,18,0,0,5,11,29,545,195,163,55
30,臺北市,361401,私立稻江高商,16,27,0,0,2,16,29,579,403,187,163
30,臺北市,383401,市立木柵高工,89,82,0,0,16,26,52,1338,238,314,63
30,臺北市,393401,市立南港高工,106,94,0,0,39,25,66,1894,183,498,85
30,臺北市,403401,市立內湖高工,98,74,0,0,13,25,58,1611,251,366,84
30,臺北市,411401,私立華岡藝校,9,23,38,46,2,2,17,142,550,43,169
30,臺北市,413401,市立士林高商,59,136,8,11,19,23,75,808,1398,209,408
30,臺北市,421404,私立惇敍工商,18,12,6,0,3,3,19,453,40,111,5
50,高雄市,521401,私立中華藝校,19,24,51,49,7,18,25,211,580,63,164
50,高雄市,533401,市立海青工商,79,97,3,4,17,20,60,934,864,257,256
50,高雄市,533402,市立三民家商,42,101,0,0,2,20,54,487,1181,95,344
50,高雄市,551402,私立樹德家商,44,104,26,60,9,28,130,1335,2691,414,875
50,高雄市,553401,市立高雄高工,140,94,13,10,21,22,81,2181,369,624,113
50,高雄市,563401,市立高雄高商,44,109,4,7,5,18,60,562,1189,159,399
50,高雄市,581401,私立國際商工,0,0,0,0,0,0,0,0,0,7,33
50,高雄市,581402,私立三信家商,25,39,19,29,3,7,68,781,1061,260,411
50,高雄市,593401,市立中正高工,110,79,5,6,12,27,70,1714,256,470,89
50,高雄市,610405,國立高餐大附屬餐旅中學,11,32,4,8,3,5,9,95,135,23,49
71,金門縣,710401,國立金門農工,41,38,0,0,18,13,39,529,322,99,113
30,臺北市,351B09,私立南華高中進修學校,5,12,17,6,4,8,21,260,210,123,131
30,臺北市,361B09,私立志仁中學進修學校,8,8,0,0,2,6,42,631,697,320,285
1,新北市,011C71,私立光華高商進修學校,3,8,4,8,2,5,15,223,212,83,71
21,臺南市,210C01,國立成功大學附設高工進修學校,18,12,16,8,2,5,24,155,47,63,12
7,彰化縣,070F01,國立和美實驗學校,0,0,0,0,0,0,12,193,162,73,48
50,高雄市,543F01,市立楠梓特殊學校,0,0,0,0,0,0,3,0,8,0,0
3,桃園市,031G91,私立宏德高商進修學校,0,0,14,3,0,0,3,99,0,34,0
7,彰化縣,070G92,國立二林工商進校分校,0,0,0,0,0,0,1,13,0,7,0
11,臺南市,111G91,私立樹德高中進修學校,0,0,12,2,0,0,3,79,0,29,0
15,花蓮縣,151G91,私立正德高中進修學校,0,0,17,8,0,0,3,62,0,19,0
3,桃園市,03C301,敦品中學,0,0,0,0,0,0,11,135,0,12,0
4,新竹縣,04C301,誠正中學,0,0,0,0,0,0,14,173,0,6,0
7,彰化縣,07C301,勵志中學,0,0,0,0,0,0,18,144,50,3,0
12,高雄市,12C301,明陽中學,0,0,0,0,0,0,8,100,4,14,0
